source,target,weight
96,83,1.0
59,54,1.0
59,54,1.0
93,80,1.0
68,81,1.0
59,54,1.0
99,86,1.0
99,86,1.0
96,83,1.0
59,54,1.0
59,54,1.0
59,54,1.0
50,72,1.0
102,79,1.0
50,72,1.0
103,89,1.0
102,79,1.0
59,54,1.0
107,92,1.0
80,93,1.0
108,94,1.0
107,92,1.0
102,79,1.0
109,25,1.0
102,79,1.0
17,96,1.0
108,94,1.0
59,54,1.0
112,70,1.0
86,57,1.0
113,62,1.0
14,13,1.0
14,13,1.0
117,99,1.0
117,99,1.0
102,79,1.0
102,79,1.0
117,99,1.0
102,79,1.0
102,79,1.0
102,79,1.0
102,79,1.0
102,79,1.0
50,72,1.0
66,103,1.0
66,103,1.0
121,70,1.0
122,18,1.0
66,103,1.0
50,72,1.0
66,103,1.0
59,54,1.0
66,103,1.0
67,68,1.0
126,106,1.0
72,108,1.0
128,75,1.0
129,109,1.0
59,54,1.0
133,16,1.0
102,79,1.0
50,72,1.0
134,113,1.0
134,113,1.0
59,54,1.0
134,113,1.0
102,79,1.0
134,113,1.0
139,55,1.0
50,72,1.0
50,72,1.0
59,54,1.0
50,72,1.0
95,109,1.0
50,72,1.0
142,109,1.0
24,24,1.0
142,109,1.0
102,79,1.0
102,79,1.0
24,24,1.0
143,114,1.0
102,79,1.0
144,117,1.0
59,54,1.0
59,54,1.0
145,56,1.0
145,56,1.0
86,57,1.0
148,114,1.0
145,56,1.0
145,56,1.0
145,56,1.0
152,34,1.0
68,72,1.0
102,79,1.0
102,79,1.0
102,79,1.0
154,34,1.0
155,120,1.0
102,79,1.0
102,79,1.0
157,64,1.0
136,122,1.0
159,123,1.0
159,123,1.0
102,79,1.0
102,79,1.0
59,54,1.0
102,79,1.0
157,64,1.0
157,64,1.0
161,87,1.0
157,64,1.0
161,87,1.0
59,54,1.0
102,79,1.0
163,56,1.0
164,126,1.0
164,126,1.0
165,34,1.0
102,79,1.0
102,79,1.0
159,123,1.0
167,128,1.0
168,129,1.0
169,130,1.0
159,123,1.0
68,17,1.0
134,113,1.0
70,64,1.0
102,79,1.0
157,64,1.0
102,79,1.0
174,24,1.0
102,79,1.0
157,64,1.0
102,79,1.0
157,64,1.0
175,133,1.0
112,70,1.0
157,64,1.0
157,64,1.0
159,123,1.0
157,64,1.0
159,123,1.0
112,70,1.0
112,70,1.0
177,134,1.0
178,135,1.0
157,64,1.0
112,70,1.0
112,70,1.0
134,113,1.0
134,113,1.0
157,64,1.0
157,64,1.0
112,70,1.0
184,141,1.0
157,64,1.0
112,70,1.0
157,64,1.0
134,113,1.0
159,123,1.0
185,142,1.0
185,142,1.0
112,70,1.0
185,142,1.0
112,70,1.0
112,70,1.0
185,142,1.0
186,143,1.0
63,144,1.0
134,113,1.0
134,113,1.0
134,113,1.0
134,113,1.0
134,113,1.0
112,70,1.0
191,8,1.0
112,70,1.0
112,70,1.0
157,64,1.0
192,145,1.0
185,142,1.0
191,8,1.0
185,142,1.0
191,8,1.0
185,142,1.0
197,148,1.0
199,142,1.0
24,24,1.0
185,142,1.0
199,142,1.0
203,32,1.0
191,8,1.0
169,150,1.0
204,151,1.0
157,64,1.0
203,32,1.0
204,151,1.0
205,152,1.0
203,32,1.0
203,32,1.0
204,151,1.0
207,67,1.0
204,151,1.0
24,24,1.0
208,154,1.0
209,155,1.0
214,159,1.0
215,160,1.0
204,151,1.0
216,161,1.0
217,61,1.0
216,161,1.0
219,163,1.0
220,164,1.0
221,75,1.0
204,151,1.0
216,161,1.0
222,165,1.0
59,54,1.0
220,164,1.0
216,161,1.0
9,8,1.0
102,79,1.0
102,79,1.0
204,151,1.0
226,168,1.0
102,79,1.0
204,151,1.0
102,79,1.0
8,66,1.0
227,93,1.0
102,79,1.0
227,93,1.0
203,32,1.0
216,161,1.0
102,79,1.0
229,59,1.0
