source,target,weight
90,78,1.0
3,3,1.0
90,78,1.0
94,81,1.0
90,78,1.0
81,29,1.0
90,78,1.0
95,66,1.0
95,66,1.0
22,82,1.0
76,62,1.0
90,78,1.0
66,62,1.0
96,83,1.0
90,78,1.0
66,62,1.0
97,84,1.0
98,85,1.0
3,3,1.0
95,66,1.0
66,62,1.0
98,85,1.0
95,66,1.0
3,3,1.0
90,78,1.0
3,3,1.0
3,3,1.0
3,3,1.0
3,3,1.0
3,3,1.0
66,62,1.0
3,3,1.0
96,83,1.0
3,3,1.0
100,87,1.0
3,3,1.0
3,3,1.0
3,3,1.0
3,3,1.0
3,3,1.0
3,3,1.0
3,3,1.0
3,3,1.0
104,90,1.0
104,90,1.0
100,87,1.0
105,91,1.0
3,3,1.0
3,3,1.0
108,94,1.0
3,3,1.0
3,3,1.0
3,3,1.0
3,3,1.0
3,3,1.0
3,3,1.0
111,95,1.0
104,90,1.0
111,95,1.0
3,3,1.0
3,3,1.0
108,94,1.0
76,62,1.0
76,62,1.0
112,70,1.0
113,62,1.0
3,3,1.0
3,3,1.0
3,3,1.0
3,3,1.0
76,62,1.0
76,62,1.0
118,100,1.0
3,3,1.0
78,101,1.0
78,101,1.0
85,74,1.0
78,101,1.0
3,3,1.0
27,27,1.0
27,27,1.0
67,94,1.0
27,27,1.0
118,100,1.0
120,34,1.0
3,3,1.0
118,100,1.0
123,104,1.0
118,100,1.0
123,104,1.0
67,68,1.0
66,62,1.0
66,62,1.0
3,3,1.0
3,3,1.0
76,62,1.0
3,3,1.0
76,62,1.0
3,3,1.0
132,112,1.0
3,3,1.0
118,100,1.0
118,100,1.0
3,3,1.0
135,51,1.0
135,51,1.0
118,100,1.0
3,3,1.0
137,114,1.0
3,3,1.0
118,100,1.0
139,55,1.0
3,3,1.0
118,100,1.0
76,62,1.0
95,109,1.0
3,3,1.0
76,62,1.0
3,3,1.0
137,114,1.0
3,3,1.0
137,114,1.0
3,3,1.0
3,3,1.0
95,34,1.0
3,3,1.0
146,51,1.0
147,118,1.0
146,51,1.0
149,56,1.0
149,56,1.0
149,56,1.0
120,34,1.0
3,3,1.0
3,3,1.0
150,88,1.0
118,100,1.0
78,101,1.0
3,3,1.0
152,34,1.0
3,3,1.0
66,62,1.0
154,34,1.0
3,3,1.0
66,62,1.0
156,119,1.0
118,100,1.0
81,29,1.0
81,29,1.0
3,3,1.0
3,3,1.0
3,3,1.0
76,62,1.0
84,34,1.0
118,100,1.0
3,3,1.0
160,89,1.0
3,3,1.0
3,3,1.0
161,87,1.0
161,87,1.0
3,3,1.0
3,3,1.0
165,34,1.0
3,3,1.0
3,3,1.0
166,127,1.0
3,3,1.0
3,3,1.0
3,3,1.0
172,131,1.0
3,3,1.0
3,3,1.0
3,3,1.0
3,3,1.0
112,70,1.0
176,75,1.0
3,3,1.0
147,118,1.0
3,3,1.0
112,70,1.0
3,3,1.0
112,70,1.0
3,3,1.0
3,3,1.0
3,3,1.0
124,137,1.0
3,3,1.0
112,70,1.0
123,104,1.0
112,70,1.0
3,3,1.0
182,139,1.0
123,104,1.0
3,3,1.0
3,3,1.0
112,70,1.0
123,104,1.0
123,104,1.0
112,70,1.0
112,70,1.0
112,70,1.0
112,70,1.0
187,34,1.0
188,114,1.0
189,46,1.0
188,114,1.0
189,46,1.0
112,70,1.0
76,62,1.0
76,62,1.0
188,114,1.0
76,62,1.0
112,70,1.0
182,139,1.0
112,70,1.0
189,46,1.0
182,139,1.0
95,66,1.0
76,62,1.0
198,51,1.0
199,142,1.0
200,149,1.0
201,34,1.0
202,119,1.0
199,142,1.0
169,150,1.0
207,67,1.0
210,156,1.0
211,51,1.0
211,51,1.0
210,156,1.0
213,139,1.0
214,159,1.0
215,160,1.0
61,56,1.0
210,156,1.0
217,61,1.0
218,162,1.0
182,139,1.0
223,160,1.0
182,139,1.0
224,166,1.0
182,139,1.0
76,62,1.0
182,139,1.0
182,139,1.0
182,139,1.0
182,139,1.0
226,168,1.0
182,139,1.0
182,139,1.0
228,91,1.0
228,91,1.0
228,91,1.0
22,46,1.0
220,34,1.0
228,91,1.0
220,34,1.0
228,91,1.0
228,91,1.0
231,58,1.0
228,91,1.0
214,159,1.0
214,159,1.0
233,172,1.0
214,159,1.0
76,62,1.0
205,176,1.0
235,8,1.0
214,159,1.0
51,179,1.0
214,159,1.0
51,179,1.0
214,159,1.0
214,159,1.0
239,182,1.0
214,159,1.0
243,149,1.0
210,156,1.0
244,106,1.0
246,20,1.0
244,106,1.0
