source,target,timestamp,weight
90,78,398.0,1.0
75,69,399.0,1.0
88,76,400.0,1.0
90,78,402.0,1.0
75,69,403.0,1.0
88,76,404.0,1.0
94,81,405.0,1.0
90,78,406.0,1.0
81,29,407.0,1.0
90,78,408.0,1.0
75,69,409.0,1.0
22,82,412.0,1.0
76,62,413.0,1.0
90,78,414.0,1.0
75,69,415.0,1.0
90,78,418.0,1.0
75,69,420.0,1.0
88,76,421.0,1.0
59,54,423.0,1.0
88,76,426.0,1.0
88,76,431.0,1.0
75,69,432.0,1.0
59,54,433.0,1.0
90,78,435.0,1.0
75,69,438.0,1.0
88,76,441.0,1.0
75,69,443.0,1.0
68,81,446.0,1.0
59,54,447.0,1.0
75,69,451.0,1.0
88,76,453.0,1.0
59,54,454.0,1.0
75,69,455.0,1.0
75,69,456.0,1.0
101,88,459.0,1.0
88,76,460.0,1.0
101,88,461.0,1.0
88,76,463.0,1.0
59,54,464.0,1.0
88,76,467.0,1.0
88,76,469.0,1.0
59,54,470.0,1.0
50,72,472.0,1.0
88,76,473.0,1.0
88,76,476.0,1.0
50,72,477.0,1.0
88,76,479.0,1.0
103,89,481.0,1.0
104,90,482.0,1.0
104,90,484.0,1.0
88,76,485.0,1.0
88,76,487.0,1.0
75,69,489.0,1.0
88,76,490.0,1.0
59,54,491.0,1.0
106,75,492.0,1.0
75,69,493.0,1.0
88,76,494.0,1.0
107,92,495.0,1.0
88,76,497.0,1.0
75,69,500.0,1.0
75,69,501.0,1.0
107,92,504.0,1.0
88,76,507.0,1.0
109,25,508.0,1.0
75,69,510.0,1.0
75,69,511.0,1.0
106,75,513.0,1.0
88,76,514.0,1.0
110,75,516.0,1.0
104,90,522.0,1.0
88,76,528.0,1.0
75,69,529.0,1.0
106,75,531.0,1.0
59,54,532.0,1.0
76,62,533.0,1.0
76,62,534.0,1.0
75,69,535.0,1.0
75,69,536.0,1.0
106,75,539.0,1.0
75,69,540.0,1.0
88,76,541.0,1.0
75,69,542.0,1.0
106,75,543.0,1.0
75,69,546.0,1.0
88,76,548.0,1.0
88,76,552.0,1.0
88,76,553.0,1.0
88,76,554.0,1.0
115,98,557.0,1.0
116,56,559.0,1.0
88,76,560.0,1.0
76,62,561.0,1.0
