source,target,timestamp,weight
8,7,17.0,1.0
9,8,21.0,1.0
10,9,30.0,1.0
24,24,62.0,1.0
8,7,79.0,1.0
8,7,91.0,1.0
24,24,94.0,1.0
24,24,111.0,1.0
8,7,142.0,1.0
40,17,154.0,1.0
42,40,157.0,1.0
42,40,164.0,1.0
47,44,192.0,1.0
50,47,199.0,1.0
47,44,201.0,1.0
50,47,204.0,1.0
54,50,215.0,1.0
8,7,230.0,1.0
47,44,231.0,1.0
57,17,232.0,1.0
17,57,255.0,1.0
57,17,261.0,1.0
67,9,276.0,1.0
70,64,282.0,1.0
8,66,300.0,1.0
73,70,307.0,1.0
50,72,349.0,1.0
50,72,364.0,1.0
50,72,376.0,1.0
93,80,389.0,1.0
96,83,417.0,1.0
93,80,437.0,1.0
96,83,452.0,1.0
50,72,472.0,1.0
50,72,477.0,1.0
103,89,481.0,1.0
80,93,498.0,1.0
109,25,508.0,1.0
17,96,523.0,1.0
112,70,537.0,1.0
86,57,538.0,1.0
113,62,544.0,1.0
50,72,598.0,1.0
66,103,599.0,1.0
66,103,602.0,1.0
121,70,603.0,1.0
66,103,608.0,1.0
50,72,609.0,1.0
66,103,612.0,1.0
66,103,618.0,1.0
129,109,632.0,1.0
133,16,646.0,1.0
50,72,649.0,1.0
134,113,651.0,1.0
134,113,658.0,1.0
134,113,666.0,1.0
134,113,670.0,1.0
50,72,678.0,1.0
50,72,682.0,1.0
50,72,686.0,1.0
95,109,688.0,1.0
50,72,689.0,1.0
142,109,692.0,1.0
24,24,693.0,1.0
142,109,694.0,1.0
24,24,699.0,1.0
143,114,702.0,1.0
86,57,714.0,1.0
155,120,751.0,1.0
159,123,770.0,1.0
159,123,772.0,1.0
165,34,803.0,1.0
159,123,810.0,1.0
168,129,813.0,1.0
169,130,815.0,1.0
159,123,818.0,1.0
134,113,821.0,1.0
70,64,822.0,1.0
174,24,835.0,1.0
175,133,843.0,1.0
112,70,845.0,1.0
159,123,852.0,1.0
159,123,855.0,1.0
112,70,856.0,1.0
112,70,859.0,1.0
112,70,873.0,1.0
112,70,877.0,1.0
134,113,879.0,1.0
134,113,880.0,1.0
112,70,887.0,1.0
184,141,891.0,1.0
112,70,896.0,1.0
134,113,901.0,1.0
159,123,902.0,1.0
112,70,905.0,1.0
112,70,907.0,1.0
112,70,910.0,1.0
186,143,912.0,1.0
134,113,916.0,1.0
134,113,917.0,1.0
134,113,919.0,1.0
134,113,922.0,1.0
134,113,924.0,1.0
112,70,927.0,1.0
191,8,935.0,1.0
112,70,937.0,1.0
112,70,939.0,1.0
191,8,949.0,1.0
191,8,952.0,1.0
24,24,963.0,1.0
191,8,971.0,1.0
169,150,972.0,1.0
207,67,983.0,1.0
24,24,985.0,1.0
209,155,987.0,1.0
214,159,995.0,1.0
215,160,996.0,1.0
221,75,1009.0,1.0
222,165,1013.0,1.0
9,8,1021.0,1.0
226,168,1034.0,1.0
8,66,1040.0,1.0
227,93,1041.0,1.0
227,93,1046.0,1.0
227,93,1055.0,1.0
230,169,1057.0,1.0
8,66,1058.0,1.0
227,93,1068.0,1.0
214,159,1075.0,1.0
214,159,1077.0,1.0
222,165,1080.0,1.0
9,8,1085.0,1.0
9,8,1086.0,1.0
9,8,1088.0,1.0
214,159,1090.0,1.0
234,174,1094.0,1.0
40,17,1095.0,1.0
235,8,1099.0,1.0
214,159,1101.0,1.0
234,174,1103.0,1.0
237,178,1108.0,1.0
214,159,1110.0,1.0
214,159,1115.0,1.0
222,165,1123.0,1.0
168,181,1125.0,1.0
214,159,1127.0,1.0
214,159,1130.0,1.0
40,70,1136.0,1.0
222,165,1141.0,1.0
237,178,1147.0,1.0
24,24,1148.0,1.0
242,184,1151.0,1.0
