source,target,timestamp,weight
90,78,398.0,1.0
3,3,401.0,1.0
90,78,402.0,1.0
94,81,405.0,1.0
90,78,406.0,1.0
81,29,407.0,1.0
90,78,408.0,1.0
95,66,410.0,1.0
95,66,411.0,1.0
22,82,412.0,1.0
76,62,413.0,1.0
90,78,414.0,1.0
66,62,416.0,1.0
96,83,417.0,1.0
90,78,418.0,1.0
66,62,419.0,1.0
97,84,422.0,1.0
98,85,424.0,1.0
3,3,425.0,1.0
95,66,427.0,1.0
66,62,428.0,1.0
98,85,429.0,1.0
95,66,430.0,1.0
3,3,434.0,1.0
90,78,435.0,1.0
3,3,436.0,1.0
3,3,439.0,1.0
3,3,440.0,1.0
3,3,442.0,1.0
3,3,444.0,1.0
66,62,445.0,1.0
3,3,450.0,1.0
96,83,452.0,1.0
3,3,457.0,1.0
100,87,458.0,1.0
3,3,462.0,1.0
3,3,465.0,1.0
3,3,466.0,1.0
3,3,468.0,1.0
3,3,471.0,1.0
3,3,474.0,1.0
3,3,478.0,1.0
3,3,480.0,1.0
104,90,482.0,1.0
104,90,484.0,1.0
100,87,486.0,1.0
105,91,488.0,1.0
3,3,496.0,1.0
3,3,499.0,1.0
108,94,502.0,1.0
3,3,503.0,1.0
3,3,505.0,1.0
3,3,509.0,1.0
3,3,512.0,1.0
3,3,515.0,1.0
3,3,518.0,1.0
111,95,520.0,1.0
104,90,522.0,1.0
111,95,524.0,1.0
3,3,525.0,1.0
3,3,527.0,1.0
108,94,530.0,1.0
76,62,533.0,1.0
76,62,534.0,1.0
112,70,537.0,1.0
113,62,544.0,1.0
3,3,549.0,1.0
3,3,551.0,1.0
3,3,555.0,1.0
3,3,558.0,1.0
76,62,561.0,1.0
76,62,563.0,1.0
118,100,567.0,1.0
3,3,568.0,1.0
78,101,570.0,1.0
78,101,571.0,1.0
85,74,574.0,1.0
78,101,575.0,1.0
3,3,576.0,1.0
27,27,577.0,1.0
27,27,581.0,1.0
67,94,586.0,1.0
27,27,587.0,1.0
118,100,595.0,1.0
120,34,600.0,1.0
3,3,604.0,1.0
118,100,605.0,1.0
123,104,610.0,1.0
118,100,614.0,1.0
123,104,619.0,1.0
67,68,620.0,1.0
66,62,623.0,1.0
66,62,624.0,1.0
3,3,626.0,1.0
3,3,630.0,1.0
76,62,636.0,1.0
3,3,638.0,1.0
76,62,641.0,1.0
3,3,644.0,1.0
132,112,645.0,1.0
3,3,650.0,1.0
118,100,653.0,1.0
118,100,659.0,1.0
3,3,660.0,1.0
135,51,662.0,1.0
135,51,664.0,1.0
118,100,665.0,1.0
3,3,667.0,1.0
137,114,672.0,1.0
3,3,673.0,1.0
118,100,675.0,1.0
139,55,677.0,1.0
3,3,684.0,1.0
118,100,685.0,1.0
76,62,687.0,1.0
95,109,688.0,1.0
3,3,690.0,1.0
76,62,691.0,1.0
3,3,695.0,1.0
137,114,697.0,1.0
3,3,700.0,1.0
137,114,701.0,1.0
3,3,704.0,1.0
3,3,706.0,1.0
95,34,707.0,1.0
3,3,712.0,1.0
146,51,717.0,1.0
147,118,718.0,1.0
146,51,719.0,1.0
149,56,721.0,1.0
149,56,722.0,1.0
149,56,726.0,1.0
120,34,727.0,1.0
3,3,729.0,1.0
3,3,731.0,1.0
150,88,732.0,1.0
118,100,734.0,1.0
