source,target,timestamp,weight
0,0,0.0,1.0
2,2,3.0,1.0
2,2,5.0,1.0
4,4,8.0,1.0
4,4,9.0,1.0
2,2,13.0,1.0
7,0,15.0,1.0
8,7,17.0,1.0
2,2,19.0,1.0
2,2,20.0,1.0
9,8,21.0,1.0
4,4,24.0,1.0
2,2,27.0,1.0
2,2,29.0,1.0
10,9,30.0,1.0
11,10,31.0,1.0
12,11,34.0,1.0
4,4,36.0,1.0
13,12,37.0,1.0
14,13,38.0,1.0
12,11,39.0,1.0
14,13,41.0,1.0
14,13,42.0,1.0
15,14,43.0,1.0
12,11,44.0,1.0
16,15,45.0,1.0
17,16,46.0,1.0
4,4,47.0,1.0
4,4,48.0,1.0
18,17,50.0,1.0
11,10,51.0,1.0
19,18,52.0,1.0
20,19,53.0,1.0
21,20,54.0,1.0
17,22,57.0,1.0
11,10,58.0,1.0
4,4,59.0,1.0
23,23,60.0,1.0
4,4,61.0,1.0
24,24,62.0,1.0
12,11,63.0,1.0
4,4,66.0,1.0
2,2,67.0,1.0
4,4,69.0,1.0
4,4,70.0,1.0
11,10,72.0,1.0
12,11,73.0,1.0
18,17,75.0,1.0
11,10,77.0,1.0
2,2,78.0,1.0
8,7,79.0,1.0
4,4,80.0,1.0
4,4,81.0,1.0
16,22,86.0,1.0
32,32,87.0,1.0
4,4,88.0,1.0
8,7,91.0,1.0
4,4,92.0,1.0
16,22,93.0,1.0
24,24,94.0,1.0
4,4,95.0,1.0
16,22,100.0,1.0
4,4,105.0,1.0
16,22,106.0,1.0
16,22,109.0,1.0
12,11,110.0,1.0
24,24,111.0,1.0
4,4,113.0,1.0
16,22,114.0,1.0
14,13,116.0,1.0
4,4,120.0,1.0
19,33,121.0,1.0
14,13,125.0,1.0
37,37,126.0,1.0
14,13,128.0,1.0
4,4,129.0,1.0
37,37,130.0,1.0
4,4,131.0,1.0
37,37,132.0,1.0
4,4,134.0,1.0
38,33,135.0,1.0
14,13,137.0,1.0
16,22,138.0,1.0
16,22,139.0,1.0
4,4,140.0,1.0
14,13,141.0,1.0
8,7,142.0,1.0
12,11,143.0,1.0
16,22,145.0,1.0
14,13,147.0,1.0
14,13,148.0,1.0
16,22,149.0,1.0
39,38,151.0,1.0
40,17,154.0,1.0
16,22,155.0,1.0
41,39,156.0,1.0
42,40,157.0,1.0
43,41,158.0,1.0
16,22,161.0,1.0
12,11,163.0,1.0
42,40,164.0,1.0
16,22,165.0,1.0
45,22,168.0,1.0
16,22,169.0,1.0
16,22,172.0,1.0
16,22,173.0,1.0
16,22,178.0,1.0
16,22,180.0,1.0
16,22,181.0,1.0
12,11,188.0,1.0
47,44,192.0,1.0
48,45,193.0,1.0
48,45,195.0,1.0
16,22,196.0,1.0
50,47,199.0,1.0
16,22,200.0,1.0
47,44,201.0,1.0
50,47,204.0,1.0
16,22,206.0,1.0
12,11,208.0,1.0
48,45,209.0,1.0
51,48,210.0,1.0
51,48,213.0,1.0
54,50,215.0,1.0
16,22,216.0,1.0
48,45,217.0,1.0
55,51,218.0,1.0
16,22,221.0,1.0
48,45,223.0,1.0
16,22,225.0,1.0
16,22,227.0,1.0
16,22,228.0,1.0
48,45,229.0,1.0
8,7,230.0,1.0
47,44,231.0,1.0
57,17,232.0,1.0
16,22,233.0,1.0
16,22,236.0,1.0
48,45,237.0,1.0
59,54,242.0,1.0
48,45,243.0,1.0
48,45,244.0,1.0
18,17,245.0,1.0
48,45,246.0,1.0
59,54,249.0,1.0
60,55,250.0,1.0
59,54,253.0,1.0
17,57,255.0,1.0
48,45,259.0,1.0
59,54,260.0,1.0
57,17,261.0,1.0
48,45,264.0,1.0
63,13,266.0,1.0
59,54,267.0,1.0
64,60,268.0,1.0
64,60,269.0,1.0
66,62,272.0,1.0
67,9,276.0,1.0
68,22,277.0,1.0
69,63,278.0,1.0
59,54,280.0,1.0
70,64,282.0,1.0
71,54,285.0,1.0
59,54,286.0,1.0
59,54,289.0,1.0
59,54,290.0,1.0
59,54,292.0,1.0
8,66,300.0,1.0
74,68,303.0,1.0
75,69,306.0,1.0
73,70,307.0,1.0
73,7,308.0,1.0
75,69,309.0,1.0
59,54,310.0,1.0
75,69,313.0,1.0
74,68,317.0,1.0
59,54,318.0,1.0
77,58,320.0,1.0
78,18,321.0,1.0
75,69,323.0,1.0
79,41,324.0,1.0
74,68,325.0,1.0
74,68,327.0,1.0
77,58,328.0,1.0
80,71,330.0,1.0
77,58,332.0,1.0
59,54,333.0,1.0
75,69,334.0,1.0
59,54,335.0,1.0
59,54,337.0,1.0
59,54,338.0,1.0
59,54,341.0,1.0
75,69,348.0,1.0
50,72,349.0,1.0
59,54,350.0,1.0
75,69,353.0,1.0
59,54,354.0,1.0
59,54,357.0,1.0
75,69,359.0,1.0
75,69,361.0,1.0
85,74,363.0,1.0
50,72,364.0,1.0
75,69,365.0,1.0
86,61,366.0,1.0
77,58,367.0,1.0
75,69,368.0,1.0
75,69,371.0,1.0
88,76,372.0,1.0
88,76,374.0,1.0
75,69,375.0,1.0
50,72,376.0,1.0
75,69,378.0,1.0
89,77,381.0,1.0
88,76,383.0,1.0
92,79,385.0,1.0
75,69,386.0,1.0
93,80,389.0,1.0
59,54,390.0,1.0
75,69,392.0,1.0
75,69,393.0,1.0
59,54,394.0,1.0
88,76,395.0,1.0
86,61,396.0,1.0
75,69,397.0,1.0
75,69,399.0,1.0
88,76,400.0,1.0
75,69,403.0,1.0
88,76,404.0,1.0
75,69,409.0,1.0
95,66,410.0,1.0
95,66,411.0,1.0
75,69,415.0,1.0
66,62,416.0,1.0
96,83,417.0,1.0
66,62,419.0,1.0
75,69,420.0,1.0
88,76,421.0,1.0
97,84,422.0,1.0
59,54,423.0,1.0
98,85,424.0,1.0
88,76,426.0,1.0
95,66,427.0,1.0
66,62,428.0,1.0
98,85,429.0,1.0
95,66,430.0,1.0
88,76,431.0,1.0
75,69,432.0,1.0
59,54,433.0,1.0
93,80,437.0,1.0
75,69,438.0,1.0
88,76,441.0,1.0
75,69,443.0,1.0
66,62,445.0,1.0
68,81,446.0,1.0
59,54,447.0,1.0
99,86,448.0,1.0
99,86,449.0,1.0
75,69,451.0,1.0
96,83,452.0,1.0
88,76,453.0,1.0
59,54,454.0,1.0
75,69,455.0,1.0
75,69,456.0,1.0
100,87,458.0,1.0
101,88,459.0,1.0
88,76,460.0,1.0
101,88,461.0,1.0
88,76,463.0,1.0
59,54,464.0,1.0
88,76,467.0,1.0
88,76,469.0,1.0
59,54,470.0,1.0
50,72,472.0,1.0
88,76,473.0,1.0
102,79,475.0,1.0
88,76,476.0,1.0
50,72,477.0,1.0
88,76,479.0,1.0
103,89,481.0,1.0
102,79,483.0,1.0
88,76,485.0,1.0
100,87,486.0,1.0
88,76,487.0,1.0
105,91,488.0,1.0
75,69,489.0,1.0
88,76,490.0,1.0
59,54,491.0,1.0
75,69,493.0,1.0
88,76,494.0,1.0
107,92,495.0,1.0
88,76,497.0,1.0
80,93,498.0,1.0
75,69,500.0,1.0
75,69,501.0,1.0
108,94,502.0,1.0
107,92,504.0,1.0
102,79,506.0,1.0
88,76,507.0,1.0
109,25,508.0,1.0
75,69,510.0,1.0
75,69,511.0,1.0
88,76,514.0,1.0
18,17,517.0,1.0
18,17,519.0,1.0
111,95,520.0,1.0
102,79,521.0,1.0
17,96,523.0,1.0
111,95,524.0,1.0
18,17,526.0,1.0
88,76,528.0,1.0
75,69,529.0,1.0
108,94,530.0,1.0
59,54,532.0,1.0
75,69,535.0,1.0
75,69,536.0,1.0
112,70,537.0,1.0
86,57,538.0,1.0
75,69,540.0,1.0
88,76,541.0,1.0
75,69,542.0,1.0
113,62,544.0,1.0
114,97,545.0,1.0
75,69,546.0,1.0
18,17,547.0,1.0
88,76,548.0,1.0
14,13,550.0,1.0
88,76,552.0,1.0
88,76,553.0,1.0
88,76,554.0,1.0
14,13,556.0,1.0
115,98,557.0,1.0
88,76,560.0,1.0
117,99,562.0,1.0
117,99,564.0,1.0
88,76,565.0,1.0
118,100,567.0,1.0
88,76,569.0,1.0
88,76,573.0,1.0
85,74,574.0,1.0
119,102,578.0,1.0
102,79,579.0,1.0
88,76,582.0,1.0
102,79,583.0,1.0
117,99,584.0,1.0
88,76,588.0,1.0
88,76,589.0,1.0
102,79,590.0,1.0
88,76,591.0,1.0
102,79,592.0,1.0
102,79,593.0,1.0
102,79,594.0,1.0
118,100,595.0,1.0
102,79,596.0,1.0
88,76,597.0,1.0
50,72,598.0,1.0
66,103,599.0,1.0
120,34,600.0,1.0
88,76,601.0,1.0
66,103,602.0,1.0
121,70,603.0,1.0
118,100,605.0,1.0
122,18,606.0,1.0
12,11,607.0,1.0
66,103,608.0,1.0
50,72,609.0,1.0
124,105,611.0,1.0
66,103,612.0,1.0
124,105,613.0,1.0
118,100,614.0,1.0
59,54,615.0,1.0
88,76,616.0,1.0
125,98,617.0,1.0
66,103,618.0,1.0
67,68,620.0,1.0
88,76,621.0,1.0
126,106,622.0,1.0
66,62,623.0,1.0
66,62,624.0,1.0
12,11,625.0,1.0
72,108,628.0,1.0
128,75,629.0,1.0
124,105,631.0,1.0
129,109,632.0,1.0
124,105,634.0,1.0
124,105,635.0,1.0
130,75,637.0,1.0
59,54,639.0,1.0
131,110,640.0,1.0
124,105,642.0,1.0
39,111,643.0,1.0
133,16,646.0,1.0
124,105,647.0,1.0
102,79,648.0,1.0
50,72,649.0,1.0
134,113,651.0,1.0
124,105,652.0,1.0
118,100,653.0,1.0
17,114,654.0,1.0
124,105,655.0,1.0
22,114,656.0,1.0
124,105,657.0,1.0
134,113,658.0,1.0
118,100,659.0,1.0
59,54,661.0,1.0
135,51,662.0,1.0
124,105,663.0,1.0
135,51,664.0,1.0
118,100,665.0,1.0
134,113,666.0,1.0
124,105,668.0,1.0
102,79,669.0,1.0
134,113,670.0,1.0
136,115,671.0,1.0
137,114,672.0,1.0
118,100,675.0,1.0
139,55,677.0,1.0
50,72,678.0,1.0
140,114,679.0,1.0
124,105,681.0,1.0
50,72,682.0,1.0
59,54,683.0,1.0
118,100,685.0,1.0
50,72,686.0,1.0
95,109,688.0,1.0
50,72,689.0,1.0
142,109,692.0,1.0
24,24,693.0,1.0
142,109,694.0,1.0
102,79,696.0,1.0
137,114,697.0,1.0
102,79,698.0,1.0
24,24,699.0,1.0
137,114,701.0,1.0
143,114,702.0,1.0
12,11,703.0,1.0
102,79,705.0,1.0
144,117,708.0,1.0
59,54,709.0,1.0
59,54,710.0,1.0
145,56,711.0,1.0
145,56,713.0,1.0
86,57,714.0,1.0
12,11,716.0,1.0
148,114,720.0,1.0
145,56,723.0,1.0
145,56,724.0,1.0
136,115,725.0,1.0
120,34,727.0,1.0
140,114,728.0,1.0
140,114,730.0,1.0
150,88,732.0,1.0
140,114,733.0,1.0
118,100,734.0,1.0
145,56,736.0,1.0
12,11,737.0,1.0
151,69,739.0,1.0
152,34,740.0,1.0
66,62,742.0,1.0
68,72,743.0,1.0
102,79,745.0,1.0
102,79,746.0,1.0
12,11,747.0,1.0
153,119,748.0,1.0
102,79,749.0,1.0
154,34,750.0,1.0
155,120,751.0,1.0
66,62,753.0,1.0
156,119,754.0,1.0
102,79,755.0,1.0
151,69,756.0,1.0
118,100,757.0,1.0
102,79,758.0,1.0
12,11,759.0,1.0
151,69,760.0,1.0
157,64,761.0,1.0
151,69,763.0,1.0
136,122,764.0,1.0
151,69,765.0,1.0
159,123,770.0,1.0
159,123,772.0,1.0
102,79,774.0,1.0
151,69,776.0,1.0
102,79,778.0,1.0
59,54,779.0,1.0
118,100,781.0,1.0
102,79,785.0,1.0
157,64,786.0,1.0
12,11,787.0,1.0
157,64,789.0,1.0
63,124,790.0,1.0
161,87,791.0,1.0
157,64,792.0,1.0
161,87,793.0,1.0
59,54,794.0,1.0
102,79,795.0,1.0
162,125,796.0,1.0
12,11,797.0,1.0
163,56,799.0,1.0
164,126,800.0,1.0
164,126,801.0,1.0
165,34,803.0,1.0
102,79,804.0,1.0
102,79,806.0,1.0
159,123,810.0,1.0
167,128,812.0,1.0
168,129,813.0,1.0
169,130,815.0,1.0
12,11,817.0,1.0
159,123,818.0,1.0
68,17,819.0,1.0
134,113,821.0,1.0
70,64,822.0,1.0
172,131,824.0,1.0
76,100,826.0,1.0
102,79,827.0,1.0
157,64,828.0,1.0
102,79,831.0,1.0
173,132,833.0,1.0
174,24,835.0,1.0
102,79,836.0,1.0
157,64,839.0,1.0
102,79,840.0,1.0
151,69,841.0,1.0
157,64,842.0,1.0
175,133,843.0,1.0
12,11,844.0,1.0
112,70,845.0,1.0
157,64,847.0,1.0
157,64,850.0,1.0
159,123,852.0,1.0
157,64,853.0,1.0
159,123,855.0,1.0
112,70,856.0,1.0
12,11,858.0,1.0
112,70,859.0,1.0
151,69,860.0,1.0
177,134,862.0,1.0
178,135,863.0,1.0
179,136,866.0,1.0
157,64,867.0,1.0
124,137,869.0,1.0
12,11,870.0,1.0
180,138,872.0,1.0
112,70,873.0,1.0
112,70,877.0,1.0
134,113,879.0,1.0
134,113,880.0,1.0
182,139,881.0,1.0
157,64,882.0,1.0
157,64,885.0,1.0
112,70,887.0,1.0
151,69,888.0,1.0
184,141,891.0,1.0
179,136,892.0,1.0
157,64,893.0,1.0
112,70,896.0,1.0
179,136,897.0,1.0
157,64,900.0,1.0
134,113,901.0,1.0
159,123,902.0,1.0
185,142,903.0,1.0
185,142,904.0,1.0
112,70,905.0,1.0
185,142,906.0,1.0
112,70,907.0,1.0
151,69,908.0,1.0
112,70,910.0,1.0
185,142,911.0,1.0
186,143,912.0,1.0
187,34,913.0,1.0
151,69,914.0,1.0
63,144,915.0,1.0
134,113,916.0,1.0
134,113,917.0,1.0
188,114,918.0,1.0
134,113,919.0,1.0
189,46,920.0,1.0
179,136,921.0,1.0
134,113,922.0,1.0
188,114,923.0,1.0
134,113,924.0,1.0
151,69,925.0,1.0
189,46,926.0,1.0
112,70,927.0,1.0
151,69,928.0,1.0
190,37,930.0,1.0
188,114,932.0,1.0
151,69,934.0,1.0
191,8,935.0,1.0
75,69,936.0,1.0
112,70,937.0,1.0
182,139,938.0,1.0
112,70,939.0,1.0
157,64,940.0,1.0
192,145,941.0,1.0
189,46,942.0,1.0
182,139,943.0,1.0
194,15,945.0,1.0
185,142,946.0,1.0
195,147,947.0,1.0
194,15,948.0,1.0
191,8,949.0,1.0
185,142,950.0,1.0
95,66,951.0,1.0
191,8,952.0,1.0
194,15,953.0,1.0
185,142,954.0,1.0
196,33,956.0,1.0
197,148,957.0,1.0
199,142,959.0,1.0
200,149,960.0,1.0
202,119,962.0,1.0
24,24,963.0,1.0
196,33,964.0,1.0
198,114,966.0,1.0
196,33,967.0,1.0
185,142,968.0,1.0
199,142,969.0,1.0
203,32,970.0,1.0
191,8,971.0,1.0
169,150,972.0,1.0
204,151,973.0,1.0
157,64,974.0,1.0
203,32,975.0,1.0
204,151,976.0,1.0
205,152,977.0,1.0
206,153,978.0,1.0
203,32,979.0,1.0
203,32,981.0,1.0
204,151,982.0,1.0
207,67,983.0,1.0
204,151,984.0,1.0
24,24,985.0,1.0
208,154,986.0,1.0
209,155,987.0,1.0
195,157,989.0,1.0
211,51,990.0,1.0
211,51,991.0,1.0
213,139,994.0,1.0
214,159,995.0,1.0
215,160,996.0,1.0
204,151,997.0,1.0
216,161,1002.0,1.0
217,61,1003.0,1.0
218,162,1004.0,1.0
216,161,1005.0,1.0
219,163,1007.0,1.0
220,164,1008.0,1.0
221,75,1009.0,1.0
204,151,1010.0,1.0
216,161,1011.0,1.0
182,139,1012.0,1.0
222,165,1013.0,1.0
59,54,1014.0,1.0
220,164,1015.0,1.0
216,161,1017.0,1.0
182,139,1018.0,1.0
224,166,1019.0,1.0
9,8,1021.0,1.0
182,139,1022.0,1.0
182,139,1024.0,1.0
225,167,1025.0,1.0
194,15,1026.0,1.0
102,79,1027.0,1.0
182,139,1028.0,1.0
15,14,1029.0,1.0
182,139,1030.0,1.0
102,79,1031.0,1.0
204,151,1032.0,1.0
182,139,1033.0,1.0
226,168,1034.0,1.0
182,139,1035.0,1.0
182,139,1036.0,1.0
102,79,1037.0,1.0
204,151,1038.0,1.0
102,79,1039.0,1.0
8,66,1040.0,1.0
227,93,1041.0,1.0
102,79,1044.0,1.0
227,93,1046.0,1.0
203,32,1047.0,1.0
216,161,1049.0,1.0
102,79,1051.0,1.0
179,136,1052.0,1.0
229,59,1053.0,1.0
227,93,1055.0,1.0
216,161,1056.0,1.0
230,169,1057.0,1.0
8,66,1058.0,1.0
102,79,1059.0,1.0
102,79,1063.0,1.0
227,93,1068.0,1.0
179,136,1069.0,1.0
102,79,1071.0,1.0
64,60,1074.0,1.0
214,159,1075.0,1.0
102,79,1076.0,1.0
214,159,1077.0,1.0
15,14,1079.0,1.0
222,165,1080.0,1.0
102,79,1082.0,1.0
233,172,1083.0,1.0
233,173,1084.0,1.0
9,8,1085.0,1.0
9,8,1086.0,1.0
194,15,1087.0,1.0
9,8,1088.0,1.0
214,159,1090.0,1.0
102,79,1091.0,1.0
102,79,1093.0,1.0
234,174,1094.0,1.0
40,17,1095.0,1.0
102,79,1096.0,1.0
17,175,1097.0,1.0
205,176,1098.0,1.0
235,8,1099.0,1.0
102,79,1100.0,1.0
214,159,1101.0,1.0
234,174,1103.0,1.0
102,79,1104.0,1.0
236,177,1105.0,1.0
102,79,1106.0,1.0
102,79,1107.0,1.0
237,178,1108.0,1.0
51,179,1109.0,1.0
214,159,1110.0,1.0
51,179,1111.0,1.0
102,79,1112.0,1.0
205,180,1113.0,1.0
204,151,1114.0,1.0
214,159,1115.0,1.0
205,180,1116.0,1.0
205,180,1117.0,1.0
102,79,1118.0,1.0
102,79,1119.0,1.0
238,88,1120.0,1.0
222,165,1123.0,1.0
102,79,1124.0,1.0
168,181,1125.0,1.0
194,15,1126.0,1.0
214,159,1127.0,1.0
102,79,1128.0,1.0
239,182,1129.0,1.0
214,159,1130.0,1.0
205,180,1131.0,1.0
240,183,1132.0,1.0
205,180,1133.0,1.0
102,79,1134.0,1.0
241,75,1135.0,1.0
40,70,1136.0,1.0
240,183,1137.0,1.0
102,79,1138.0,1.0
102,79,1139.0,1.0
204,151,1140.0,1.0
222,165,1141.0,1.0
75,69,1142.0,1.0
205,180,1143.0,1.0
102,79,1145.0,1.0
205,180,1146.0,1.0
237,178,1147.0,1.0
24,24,1148.0,1.0
205,180,1149.0,1.0
102,79,1150.0,1.0
242,184,1151.0,1.0
222,165,1152.0,1.0
237,178,1153.0,1.0
40,151,1156.0,1.0
237,178,1157.0,1.0
102,79,1159.0,1.0
205,180,1160.0,1.0
245,185,1161.0,1.0
75,69,1162.0,1.0
246,20,1163.0,1.0
222,165,1164.0,1.0
205,180,1166.0,1.0
75,69,1167.0,1.0
205,180,1169.0,1.0
245,185,1170.0,1.0
102,79,1171.0,1.0
102,79,1172.0,1.0
76,100,1173.0,1.0
205,180,1174.0,1.0
237,178,1175.0,1.0
233,112,1177.0,1.0
233,8,1179.0,1.0
17,147,1180.0,1.0
233,158,1181.0,1.0
102,79,1182.0,1.0
205,180,1183.0,1.0
237,178,1184.0,1.0
102,79,1185.0,1.0
237,178,1186.0,1.0
102,79,1187.0,1.0
88,76,1189.0,1.0
102,79,1190.0,1.0
102,79,1192.0,1.0
247,186,1193.0,1.0
237,178,1194.0,1.0
102,79,1195.0,1.0
240,183,1196.0,1.0
237,178,1197.0,1.0
76,100,1198.0,1.0
205,180,1199.0,1.0
237,178,1201.0,1.0
40,187,1202.0,1.0
102,79,1203.0,1.0
240,183,1204.0,1.0
237,178,1205.0,1.0
205,180,1206.0,1.0
237,178,1207.0,1.0
237,178,1208.0,1.0
102,79,1210.0,1.0
102,79,1211.0,1.0
233,64,1212.0,1.0
248,188,1213.0,1.0
24,24,1214.0,1.0
102,79,1215.0,1.0
102,79,1216.0,1.0
205,180,1217.0,1.0
249,50,1218.0,1.0
102,79,1220.0,1.0
240,183,1221.0,1.0
66,182,1223.0,1.0
250,189,1224.0,1.0
102,79,1225.0,1.0
251,157,1226.0,1.0
252,190,1227.0,1.0
66,182,1228.0,1.0
24,24,1229.0,1.0
250,189,1230.0,1.0
252,190,1231.0,1.0
253,191,1232.0,1.0
237,178,1233.0,1.0
102,79,1234.0,1.0
66,182,1235.0,1.0
102,79,1236.0,1.0
220,164,1238.0,1.0
66,182,1239.0,1.0
24,24,1240.0,1.0
102,79,1241.0,1.0
