source,target,timestamp,weight
1,1,1.0,1.0
1,1,2.0,1.0
1,1,4.0,1.0
1,1,7.0,1.0
1,1,11.0,1.0
1,1,12.0,1.0
1,1,18.0,1.0
1,1,22.0,1.0
1,1,25.0,1.0
1,1,28.0,1.0
1,1,35.0,1.0
1,1,40.0,1.0
21,20,54.0,1.0
22,21,55.0,1.0
17,22,57.0,1.0
25,25,64.0,1.0
30,30,82.0,1.0
16,22,86.0,1.0
16,22,93.0,1.0
1,1,97.0,1.0
16,22,100.0,1.0
16,22,106.0,1.0
16,22,109.0,1.0
16,22,114.0,1.0
1,1,115.0,1.0
1,1,127.0,1.0
16,22,138.0,1.0
16,22,139.0,1.0
1,1,144.0,1.0
16,22,145.0,1.0
16,22,149.0,1.0
1,1,153.0,1.0
16,22,155.0,1.0
1,1,159.0,1.0
16,22,161.0,1.0
16,22,165.0,1.0
45,22,168.0,1.0
16,22,169.0,1.0
16,22,172.0,1.0
16,22,173.0,1.0
16,22,178.0,1.0
16,22,180.0,1.0
16,22,181.0,1.0
1,1,183.0,1.0
1,1,187.0,1.0
1,1,190.0,1.0
16,22,196.0,1.0
16,22,200.0,1.0
1,1,203.0,1.0
16,22,206.0,1.0
1,1,207.0,1.0
52,22,211.0,1.0
16,22,216.0,1.0
1,1,220.0,1.0
16,22,221.0,1.0
16,22,225.0,1.0
56,52,226.0,1.0
16,22,227.0,1.0
16,22,228.0,1.0
16,22,233.0,1.0
1,1,235.0,1.0
16,22,236.0,1.0
1,1,238.0,1.0
1,1,241.0,1.0
1,1,248.0,1.0
61,56,251.0,1.0
1,1,252.0,1.0
61,56,254.0,1.0
61,56,256.0,1.0
1,1,257.0,1.0
22,58,258.0,1.0
1,1,262.0,1.0
1,1,265.0,1.0
63,13,266.0,1.0
1,1,274.0,1.0
1,1,275.0,1.0
68,22,277.0,1.0
69,63,278.0,1.0
56,52,279.0,1.0
1,1,284.0,1.0
71,54,285.0,1.0
1,1,291.0,1.0
1,1,293.0,1.0
1,1,295.0,1.0
1,1,297.0,1.0
1,1,299.0,1.0
1,1,302.0,1.0
75,69,306.0,1.0
75,69,309.0,1.0
75,69,313.0,1.0
1,1,314.0,1.0
76,62,316.0,1.0
1,1,319.0,1.0
75,69,323.0,1.0
1,1,326.0,1.0
80,71,330.0,1.0
1,1,331.0,1.0
75,69,334.0,1.0
1,1,336.0,1.0
1,1,343.0,1.0
56,52,344.0,1.0
75,69,348.0,1.0
75,69,353.0,1.0
75,69,359.0,1.0
75,69,361.0,1.0
1,1,362.0,1.0
75,69,365.0,1.0
75,69,368.0,1.0
87,75,369.0,1.0
75,69,371.0,1.0
88,76,372.0,1.0
88,76,374.0,1.0
75,69,375.0,1.0
75,69,378.0,1.0
89,77,381.0,1.0
90,78,382.0,1.0
88,76,383.0,1.0
75,69,386.0,1.0
76,62,387.0,1.0
75,69,392.0,1.0
75,69,393.0,1.0
88,76,395.0,1.0
75,69,397.0,1.0
90,78,398.0,1.0
75,69,399.0,1.0
88,76,400.0,1.0
90,78,402.0,1.0
75,69,403.0,1.0
88,76,404.0,1.0
90,78,406.0,1.0
90,78,408.0,1.0
75,69,409.0,1.0
22,82,412.0,1.0
76,62,413.0,1.0
90,78,414.0,1.0
75,69,415.0,1.0
90,78,418.0,1.0
75,69,420.0,1.0
88,76,421.0,1.0
88,76,426.0,1.0
88,76,431.0,1.0
75,69,432.0,1.0
90,78,435.0,1.0
75,69,438.0,1.0
88,76,441.0,1.0
75,69,443.0,1.0
75,69,451.0,1.0
88,76,453.0,1.0
75,69,455.0,1.0
75,69,456.0,1.0
101,88,459.0,1.0
88,76,460.0,1.0
101,88,461.0,1.0
88,76,463.0,1.0
88,76,467.0,1.0
88,76,469.0,1.0
88,76,473.0,1.0
88,76,476.0,1.0
88,76,479.0,1.0
103,89,481.0,1.0
104,90,482.0,1.0
104,90,484.0,1.0
88,76,485.0,1.0
88,76,487.0,1.0
75,69,489.0,1.0
88,76,490.0,1.0
106,75,492.0,1.0
75,69,493.0,1.0
88,76,494.0,1.0
88,76,497.0,1.0
75,69,500.0,1.0
75,69,501.0,1.0
88,76,507.0,1.0
109,25,508.0,1.0
75,69,510.0,1.0
75,69,511.0,1.0
106,75,513.0,1.0
88,76,514.0,1.0
110,75,516.0,1.0
104,90,522.0,1.0
88,76,528.0,1.0
75,69,529.0,1.0
106,75,531.0,1.0
76,62,533.0,1.0
76,62,534.0,1.0
75,69,535.0,1.0
75,69,536.0,1.0
106,75,539.0,1.0
75,69,540.0,1.0
88,76,541.0,1.0
75,69,542.0,1.0
106,75,543.0,1.0
75,69,546.0,1.0
88,76,548.0,1.0
88,76,552.0,1.0
88,76,553.0,1.0
88,76,554.0,1.0
116,56,559.0,1.0
88,76,560.0,1.0
76,62,561.0,1.0
117,99,562.0,1.0
76,62,563.0,1.0
117,99,564.0,1.0
88,76,565.0,1.0
106,75,566.0,1.0
88,76,569.0,1.0
78,101,570.0,1.0
78,101,571.0,1.0
106,75,572.0,1.0
88,76,573.0,1.0
78,101,575.0,1.0
116,56,580.0,1.0
88,76,582.0,1.0
117,99,584.0,1.0
88,76,588.0,1.0
88,76,589.0,1.0
88,76,591.0,1.0
88,76,597.0,1.0
88,76,601.0,1.0
123,104,610.0,1.0
88,76,616.0,1.0
123,104,619.0,1.0
88,76,621.0,1.0
127,107,627.0,1.0
128,75,629.0,1.0
116,56,633.0,1.0
76,62,636.0,1.0
130,75,637.0,1.0
76,62,641.0,1.0
132,112,645.0,1.0
22,114,656.0,1.0
138,56,674.0,1.0
127,107,676.0,1.0
140,114,679.0,1.0
141,116,680.0,1.0
76,62,687.0,1.0
76,62,691.0,1.0
144,117,708.0,1.0
145,56,711.0,1.0
145,56,713.0,1.0
127,107,715.0,1.0
146,51,717.0,1.0
146,51,719.0,1.0
149,56,721.0,1.0
149,56,722.0,1.0
145,56,723.0,1.0
145,56,724.0,1.0
149,56,726.0,1.0
140,114,728.0,1.0
140,114,730.0,1.0
140,114,733.0,1.0
78,101,735.0,1.0
145,56,736.0,1.0
158,121,762.0,1.0
106,75,769.0,1.0
159,123,770.0,1.0
159,123,772.0,1.0
76,62,775.0,1.0
106,75,777.0,1.0
160,89,783.0,1.0
63,124,790.0,1.0
163,56,799.0,1.0
166,127,808.0,1.0
106,75,809.0,1.0
159,123,810.0,1.0
159,123,818.0,1.0
170,33,820.0,1.0
171,22,823.0,1.0
76,100,826.0,1.0
171,22,829.0,1.0
170,33,832.0,1.0
173,132,833.0,1.0
106,75,837.0,1.0
176,75,846.0,1.0
106,75,851.0,1.0
159,123,852.0,1.0
159,123,855.0,1.0
171,22,861.0,1.0
180,138,872.0,1.0
181,90,874.0,1.0
106,75,875.0,1.0
123,104,876.0,1.0
123,104,883.0,1.0
183,140,889.0,1.0
123,104,890.0,1.0
184,141,891.0,1.0
123,104,894.0,1.0
183,140,895.0,1.0
183,140,898.0,1.0
106,75,899.0,1.0
159,123,902.0,1.0
106,75,909.0,1.0
63,144,915.0,1.0
76,62,929.0,1.0
190,37,930.0,1.0
76,62,931.0,1.0
76,62,933.0,1.0
75,69,936.0,1.0
193,146,944.0,1.0
76,62,955.0,1.0
106,75,965.0,1.0
206,153,978.0,1.0
106,75,980.0,1.0
208,154,986.0,1.0
210,156,988.0,1.0
210,156,992.0,1.0
212,158,993.0,1.0
61,56,998.0,1.0
210,156,999.0,1.0
212,158,1001.0,1.0
212,158,1006.0,1.0
219,163,1007.0,1.0
221,75,1009.0,1.0
76,62,1023.0,1.0
227,93,1041.0,1.0
227,93,1046.0,1.0
76,115,1048.0,1.0
22,46,1054.0,1.0
227,93,1055.0,1.0
76,115,1060.0,1.0
212,158,1062.0,1.0
76,115,1067.0,1.0
227,93,1068.0,1.0
75,170,1078.0,1.0
232,171,1081.0,1.0
76,115,1089.0,1.0
76,62,1092.0,1.0
212,158,1102.0,1.0
236,177,1105.0,1.0
238,88,1120.0,1.0
168,181,1125.0,1.0
240,183,1132.0,1.0
241,75,1135.0,1.0
240,183,1137.0,1.0
75,69,1142.0,1.0
232,171,1144.0,1.0
242,184,1151.0,1.0
243,149,1154.0,1.0
210,156,1155.0,1.0
75,69,1162.0,1.0
75,69,1167.0,1.0
232,171,1168.0,1.0
76,100,1173.0,1.0
210,156,1176.0,1.0
210,156,1178.0,1.0
