source,target,weight
0,0,1.0
2,2,1.0
2,2,1.0
2,2,1.0
7,0,1.0
2,2,1.0
2,2,1.0
2,2,1.0
2,2,1.0
15,14,1.0
16,15,1.0
17,16,1.0
18,17,1.0
19,18,1.0
17,22,1.0
2,2,1.0
18,17,1.0
2,2,1.0
16,22,1.0
16,22,1.0
16,22,1.0
16,22,1.0
16,22,1.0
16,22,1.0
16,22,1.0
16,22,1.0
16,22,1.0
16,22,1.0
40,17,1.0
16,22,1.0
16,22,1.0
16,22,1.0
16,22,1.0
16,22,1.0
16,22,1.0
16,22,1.0
16,22,1.0
16,22,1.0
48,45,1.0
48,45,1.0
16,22,1.0
16,22,1.0
16,22,1.0
48,45,1.0
51,48,1.0
51,48,1.0
16,22,1.0
48,45,1.0
16,22,1.0
48,45,1.0
16,22,1.0
16,22,1.0
16,22,1.0
48,45,1.0
57,17,1.0
16,22,1.0
16,22,1.0
48,45,1.0
48,45,1.0
48,45,1.0
18,17,1.0
48,45,1.0
60,55,1.0
17,57,1.0
48,45,1.0
57,17,1.0
48,45,1.0
64,60,1.0
64,60,1.0
66,62,1.0
8,66,1.0
77,58,1.0
78,18,1.0
77,58,1.0
77,58,1.0
86,61,1.0
77,58,1.0
88,76,1.0
88,76,1.0
89,77,1.0
88,76,1.0
88,76,1.0
86,61,1.0
88,76,1.0
88,76,1.0
95,66,1.0
95,66,1.0
66,62,1.0
66,62,1.0
88,76,1.0
97,84,1.0
98,85,1.0
88,76,1.0
95,66,1.0
66,62,1.0
98,85,1.0
95,66,1.0
88,76,1.0
88,76,1.0
66,62,1.0
99,86,1.0
99,86,1.0
88,76,1.0
100,87,1.0
101,88,1.0
88,76,1.0
101,88,1.0
88,76,1.0
88,76,1.0
88,76,1.0
88,76,1.0
88,76,1.0
88,76,1.0
88,76,1.0
100,87,1.0
88,76,1.0
88,76,1.0
88,76,1.0
88,76,1.0
88,76,1.0
88,76,1.0
18,17,1.0
18,17,1.0
17,96,1.0
18,17,1.0
88,76,1.0
86,57,1.0
88,76,1.0
114,97,1.0
18,17,1.0
88,76,1.0
88,76,1.0
88,76,1.0
88,76,1.0
115,98,1.0
88,76,1.0
88,76,1.0
118,100,1.0
88,76,1.0
88,76,1.0
88,76,1.0
88,76,1.0
88,76,1.0
88,76,1.0
118,100,1.0
88,76,1.0
66,103,1.0
88,76,1.0
66,103,1.0
118,100,1.0
122,18,1.0
66,103,1.0
66,103,1.0
118,100,1.0
88,76,1.0
125,98,1.0
66,103,1.0
88,76,1.0
66,62,1.0
66,62,1.0
130,75,1.0
131,110,1.0
133,16,1.0
118,100,1.0
17,114,1.0
118,100,1.0
135,51,1.0
135,51,1.0
118,100,1.0
136,115,1.0
118,100,1.0
118,100,1.0
86,57,1.0
136,115,1.0
150,88,1.0
118,100,1.0
151,69,1.0
66,62,1.0
66,62,1.0
151,69,1.0
118,100,1.0
151,69,1.0
151,69,1.0
136,122,1.0
151,69,1.0
151,69,1.0
118,100,1.0
162,125,1.0
169,130,1.0
68,17,1.0
172,131,1.0
76,100,1.0
173,132,1.0
151,69,1.0
151,69,1.0
178,135,1.0
179,136,1.0
151,69,1.0
179,136,1.0
179,136,1.0
185,142,1.0
185,142,1.0
185,142,1.0
151,69,1.0
185,142,1.0
187,34,1.0
151,69,1.0
189,46,1.0
179,136,1.0
151,69,1.0
189,46,1.0
151,69,1.0
151,69,1.0
189,46,1.0
194,15,1.0
185,142,1.0
194,15,1.0
185,142,1.0
95,66,1.0
194,15,1.0
185,142,1.0
196,33,1.0
196,33,1.0
196,33,1.0
185,142,1.0
204,151,1.0
204,151,1.0
205,152,1.0
204,151,1.0
204,151,1.0
213,139,1.0
204,151,1.0
218,162,1.0
204,151,1.0
224,166,1.0
225,167,1.0
194,15,1.0
15,14,1.0
204,151,1.0
204,151,1.0
8,66,1.0
179,136,1.0
8,66,1.0
179,136,1.0
64,60,1.0
15,14,1.0
233,173,1.0
194,15,1.0
234,174,1.0
40,17,1.0
17,175,1.0
205,176,1.0
234,174,1.0
205,180,1.0
204,151,1.0
205,180,1.0
205,180,1.0
238,88,1.0
194,15,1.0
205,180,1.0
205,180,1.0
204,151,1.0
205,180,1.0
205,180,1.0
205,180,1.0
40,151,1.0
205,180,1.0
245,185,1.0
205,180,1.0
205,180,1.0
245,185,1.0
76,100,1.0
205,180,1.0
17,147,1.0
205,180,1.0
88,76,1.0
76,100,1.0
205,180,1.0
40,187,1.0
205,180,1.0
248,188,1.0
205,180,1.0
249,50,1.0
66,182,1.0
250,189,1.0
66,182,1.0
250,189,1.0
253,191,1.0
66,182,1.0
66,182,1.0
205,180,1.0
66,182,1.0
66,182,1.0
204,151,1.0
205,180,1.0
204,151,1.0
234,127,1.0
234,127,1.0
234,127,1.0
205,180,1.0
205,180,1.0
22,15,1.0
204,151,1.0
205,180,1.0
258,196,1.0
204,151,1.0
258,196,1.0
205,180,1.0
204,151,1.0
261,196,1.0
204,151,1.0
179,136,1.0
204,151,1.0
204,151,1.0
17,91,1.0
267,185,1.0
204,151,1.0
204,151,1.0
204,151,1.0
270,205,1.0
199,162,1.0
199,162,1.0
