source,target,weight
0,0,1.0
2,2,1.0
2,2,1.0
4,4,1.0
4,4,1.0
2,2,1.0
7,0,1.0
8,7,1.0
2,2,1.0
2,2,1.0
9,8,1.0
4,4,1.0
2,2,1.0
2,2,1.0
10,9,1.0
11,10,1.0
12,11,1.0
4,4,1.0
13,12,1.0
14,13,1.0
12,11,1.0
14,13,1.0
14,13,1.0
15,14,1.0
12,11,1.0
16,15,1.0
17,16,1.0
4,4,1.0
4,4,1.0
18,17,1.0
11,10,1.0
19,18,1.0
20,19,1.0
21,20,1.0
17,22,1.0
11,10,1.0
4,4,1.0
23,23,1.0
4,4,1.0
24,24,1.0
12,11,1.0
4,4,1.0
2,2,1.0
4,4,1.0
4,4,1.0
11,10,1.0
12,11,1.0
18,17,1.0
11,10,1.0
2,2,1.0
8,7,1.0
4,4,1.0
4,4,1.0
16,22,1.0
32,32,1.0
4,4,1.0
8,7,1.0
4,4,1.0
16,22,1.0
24,24,1.0
4,4,1.0
16,22,1.0
4,4,1.0
16,22,1.0
16,22,1.0
12,11,1.0
24,24,1.0
4,4,1.0
16,22,1.0
14,13,1.0
4,4,1.0
19,33,1.0
14,13,1.0
37,37,1.0
14,13,1.0
4,4,1.0
37,37,1.0
4,4,1.0
37,37,1.0
4,4,1.0
38,33,1.0
14,13,1.0
16,22,1.0
16,22,1.0
4,4,1.0
14,13,1.0
8,7,1.0
12,11,1.0
16,22,1.0
14,13,1.0
14,13,1.0
16,22,1.0
39,38,1.0
40,17,1.0
16,22,1.0
41,39,1.0
42,40,1.0
43,41,1.0
16,22,1.0
12,11,1.0
42,40,1.0
16,22,1.0
45,22,1.0
16,22,1.0
16,22,1.0
16,22,1.0
16,22,1.0
16,22,1.0
16,22,1.0
12,11,1.0
47,44,1.0
48,45,1.0
48,45,1.0
16,22,1.0
50,47,1.0
16,22,1.0
47,44,1.0
50,47,1.0
16,22,1.0
12,11,1.0
48,45,1.0
51,48,1.0
51,48,1.0
54,50,1.0
16,22,1.0
48,45,1.0
55,51,1.0
16,22,1.0
48,45,1.0
16,22,1.0
16,22,1.0
16,22,1.0
48,45,1.0
8,7,1.0
47,44,1.0
57,17,1.0
16,22,1.0
16,22,1.0
48,45,1.0
59,54,1.0
48,45,1.0
48,45,1.0
18,17,1.0
48,45,1.0
59,54,1.0
60,55,1.0
59,54,1.0
17,57,1.0
48,45,1.0
59,54,1.0
57,17,1.0
48,45,1.0
63,13,1.0
59,54,1.0
64,60,1.0
64,60,1.0
66,62,1.0
67,9,1.0
68,22,1.0
69,63,1.0
59,54,1.0
70,64,1.0
71,54,1.0
59,54,1.0
59,54,1.0
59,54,1.0
59,54,1.0
8,66,1.0
74,68,1.0
75,69,1.0
73,70,1.0
73,7,1.0
75,69,1.0
59,54,1.0
75,69,1.0
74,68,1.0
59,54,1.0
77,58,1.0
78,18,1.0
75,69,1.0
79,41,1.0
74,68,1.0
74,68,1.0
77,58,1.0
80,71,1.0
77,58,1.0
59,54,1.0
75,69,1.0
59,54,1.0
59,54,1.0
59,54,1.0
59,54,1.0
75,69,1.0
50,72,1.0
59,54,1.0
75,69,1.0
59,54,1.0
59,54,1.0
75,69,1.0
75,69,1.0
85,74,1.0
50,72,1.0
75,69,1.0
86,61,1.0
77,58,1.0
75,69,1.0
75,69,1.0
88,76,1.0
88,76,1.0
75,69,1.0
50,72,1.0
75,69,1.0
89,77,1.0
88,76,1.0
92,79,1.0
75,69,1.0
93,80,1.0
59,54,1.0
75,69,1.0
75,69,1.0
59,54,1.0
88,76,1.0
86,61,1.0
75,69,1.0
75,69,1.0
88,76,1.0
75,69,1.0
88,76,1.0
75,69,1.0
95,66,1.0
95,66,1.0
75,69,1.0
66,62,1.0
96,83,1.0
66,62,1.0
75,69,1.0
88,76,1.0
97,84,1.0
59,54,1.0
98,85,1.0
88,76,1.0
95,66,1.0
66,62,1.0
98,85,1.0
95,66,1.0
88,76,1.0
75,69,1.0
59,54,1.0
93,80,1.0
75,69,1.0
88,76,1.0
75,69,1.0
66,62,1.0
68,81,1.0
59,54,1.0
99,86,1.0
99,86,1.0
75,69,1.0
96,83,1.0
88,76,1.0
59,54,1.0
75,69,1.0
75,69,1.0
100,87,1.0
101,88,1.0
88,76,1.0
101,88,1.0
88,76,1.0
59,54,1.0
88,76,1.0
88,76,1.0
59,54,1.0
50,72,1.0
88,76,1.0
102,79,1.0
88,76,1.0
50,72,1.0
88,76,1.0
103,89,1.0
102,79,1.0
88,76,1.0
100,87,1.0
88,76,1.0
105,91,1.0
75,69,1.0
88,76,1.0
59,54,1.0
75,69,1.0
88,76,1.0
107,92,1.0
88,76,1.0
80,93,1.0
75,69,1.0
75,69,1.0
108,94,1.0
107,92,1.0
102,79,1.0
88,76,1.0
109,25,1.0
75,69,1.0
75,69,1.0
88,76,1.0
18,17,1.0
18,17,1.0
111,95,1.0
102,79,1.0
17,96,1.0
111,95,1.0
18,17,1.0
88,76,1.0
75,69,1.0
108,94,1.0
59,54,1.0
75,69,1.0
75,69,1.0
112,70,1.0
86,57,1.0
75,69,1.0
88,76,1.0
75,69,1.0
113,62,1.0
114,97,1.0
