source,target,weight
4,4,1.0
4,4,1.0
4,4,1.0
4,4,1.0
13,12,1.0
14,13,1.0
14,13,1.0
14,13,1.0
4,4,1.0
4,4,1.0
19,18,1.0
20,19,1.0
21,20,1.0
4,4,1.0
4,4,1.0
4,4,1.0
4,4,1.0
4,4,1.0
4,4,1.0
4,4,1.0
4,4,1.0
4,4,1.0
4,4,1.0
4,4,1.0
4,4,1.0
14,13,1.0
4,4,1.0
19,33,1.0
14,13,1.0
14,13,1.0
4,4,1.0
4,4,1.0
4,4,1.0
38,33,1.0
14,13,1.0
4,4,1.0
14,13,1.0
14,13,1.0
14,13,1.0
39,38,1.0
54,50,1.0
55,51,1.0
59,54,1.0
59,54,1.0
60,55,1.0
59,54,1.0
59,54,1.0
63,13,1.0
59,54,1.0
64,60,1.0
64,60,1.0
68,22,1.0
59,54,1.0
70,64,1.0
71,54,1.0
59,54,1.0
59,54,1.0
59,54,1.0
59,54,1.0
74,68,1.0
59,54,1.0
74,68,1.0
59,54,1.0
79,41,1.0
74,68,1.0
74,68,1.0
59,54,1.0
59,54,1.0
59,54,1.0
59,54,1.0
59,54,1.0
59,54,1.0
59,54,1.0
59,54,1.0
92,79,1.0
59,54,1.0
59,54,1.0
59,54,1.0
59,54,1.0
68,81,1.0
59,54,1.0
99,86,1.0
99,86,1.0
59,54,1.0
59,54,1.0
59,54,1.0
102,79,1.0
102,79,1.0
59,54,1.0
107,92,1.0
108,94,1.0
107,92,1.0
102,79,1.0
102,79,1.0
108,94,1.0
59,54,1.0
14,13,1.0
14,13,1.0
117,99,1.0
117,99,1.0
102,79,1.0
102,79,1.0
117,99,1.0
102,79,1.0
102,79,1.0
102,79,1.0
102,79,1.0
102,79,1.0
122,18,1.0
59,54,1.0
67,68,1.0
126,106,1.0
72,108,1.0
128,75,1.0
59,54,1.0
102,79,1.0
59,54,1.0
102,79,1.0
139,55,1.0
59,54,1.0
142,109,1.0
142,109,1.0
102,79,1.0
102,79,1.0
102,79,1.0
144,117,1.0
59,54,1.0
59,54,1.0
145,56,1.0
145,56,1.0
148,114,1.0
145,56,1.0
145,56,1.0
145,56,1.0
152,34,1.0
68,72,1.0
102,79,1.0
102,79,1.0
102,79,1.0
154,34,1.0
102,79,1.0
102,79,1.0
157,64,1.0
136,122,1.0
102,79,1.0
102,79,1.0
59,54,1.0
102,79,1.0
157,64,1.0
157,64,1.0
161,87,1.0
157,64,1.0
161,87,1.0
59,54,1.0
102,79,1.0
163,56,1.0
164,126,1.0
164,126,1.0
102,79,1.0
102,79,1.0
167,128,1.0
68,17,1.0
70,64,1.0
102,79,1.0
157,64,1.0
102,79,1.0
102,79,1.0
157,64,1.0
102,79,1.0
157,64,1.0
157,64,1.0
157,64,1.0
157,64,1.0
177,134,1.0
178,135,1.0
157,64,1.0
157,64,1.0
157,64,1.0
157,64,1.0
157,64,1.0
185,142,1.0
185,142,1.0
185,142,1.0
185,142,1.0
186,143,1.0
63,144,1.0
191,8,1.0
157,64,1.0
192,145,1.0
185,142,1.0
191,8,1.0
185,142,1.0
191,8,1.0
185,142,1.0
197,148,1.0
199,142,1.0
185,142,1.0
199,142,1.0
203,32,1.0
191,8,1.0
204,151,1.0
157,64,1.0
203,32,1.0
204,151,1.0
205,152,1.0
203,32,1.0
203,32,1.0
204,151,1.0
204,151,1.0
208,154,1.0
204,151,1.0
216,161,1.0
217,61,1.0
216,161,1.0
219,163,1.0
220,164,1.0
204,151,1.0
216,161,1.0
59,54,1.0
220,164,1.0
216,161,1.0
102,79,1.0
102,79,1.0
204,151,1.0
102,79,1.0
204,151,1.0
102,79,1.0
102,79,1.0
203,32,1.0
216,161,1.0
102,79,1.0
229,59,1.0
216,161,1.0
102,79,1.0
102,79,1.0
102,79,1.0
64,60,1.0
102,79,1.0
102,79,1.0
102,79,1.0
102,79,1.0
102,79,1.0
102,79,1.0
102,79,1.0
236,177,1.0
102,79,1.0
102,79,1.0
237,178,1.0
102,79,1.0
204,151,1.0
102,79,1.0
102,79,1.0
102,79,1.0
102,79,1.0
240,183,1.0
102,79,1.0
240,183,1.0
102,79,1.0
102,79,1.0
204,151,1.0
102,79,1.0
237,178,1.0
102,79,1.0
237,178,1.0
237,178,1.0
102,79,1.0
246,20,1.0
102,79,1.0
102,79,1.0
237,178,1.0
102,79,1.0
237,178,1.0
102,79,1.0
237,178,1.0
102,79,1.0
102,79,1.0
102,79,1.0
247,186,1.0
237,178,1.0
102,79,1.0
240,183,1.0
237,178,1.0
237,178,1.0
102,79,1.0
240,183,1.0
237,178,1.0
237,178,1.0
237,178,1.0
102,79,1.0
102,79,1.0
233,64,1.0
102,79,1.0
102,79,1.0
102,79,1.0
240,183,1.0
102,79,1.0
253,191,1.0
237,178,1.0
102,79,1.0
102,79,1.0
220,164,1.0
102,79,1.0
237,178,1.0
240,183,1.0
237,178,1.0
204,151,1.0
204,151,1.0
254,192,1.0
117,99,1.0
117,99,1.0
254,192,1.0
256,194,1.0
256,194,1.0
237,178,1.0
240,183,1.0
237,178,1.0
204,151,1.0
257,195,1.0
257,195,1.0
237,178,1.0
204,151,1.0
256,194,1.0
204,151,1.0
240,183,1.0
233,178,1.0
256,194,1.0
261,196,1.0
237,178,1.0
256,194,1.0
237,178,1.0
240,183,1.0
256,194,1.0
240,183,1.0
240,183,1.0
233,178,1.0
256,194,1.0
204,151,1.0
237,178,1.0
40,178,1.0
199,203,1.0
204,151,1.0
204,151,1.0
237,178,1.0
199,203,1.0
268,204,1.0
204,151,1.0
237,178,1.0
204,151,1.0
204,151,1.0
237,178,1.0
237,178,1.0
240,183,1.0
237,178,1.0
237,178,1.0
73,177,1.0
237,178,1.0
237,178,1.0
237,178,1.0
237,178,1.0
197,148,1.0
254,128,1.0
281,68,1.0
68,123,1.0
197,148,1.0
281,68,1.0
282,19,1.0
240,183,1.0
285,210,1.0
36,145,1.0
36,145,1.0
242,145,1.0
254,128,1.0
204,151,1.0
289,215,1.0
293,217,1.0
240,183,1.0
204,151,1.0
240,183,1.0
296,75,1.0
296,75,1.0
296,75,1.0
240,183,1.0
284,20,1.0
293,217,1.0
240,183,1.0
197,148,1.0
240,183,1.0
197,148,1.0
305,141,1.0
296,75,1.0
296,75,1.0
240,183,1.0
305,141,1.0
99,86,1.0
307,35,1.0
99,86,1.0
240,183,1.0
305,141,1.0
99,86,1.0
240,183,1.0
204,151,1.0
204,151,1.0
240,183,1.0
317,147,1.0
305,141,1.0
318,75,1.0
318,75,1.0
319,145,1.0
204,151,1.0
204,151,1.0
322,183,1.0
322,183,1.0
268,204,1.0
325,229,1.0
68,75,1.0
178,135,1.0
178,135,1.0
178,135,1.0
319,145,1.0
178,135,1.0
68,200,1.0
325,229,1.0
178,135,1.0
178,135,1.0
332,92,1.0
178,135,1.0
336,68,1.0
178,135,1.0
