source,target,weight
75,69,1.0
88,76,1.0
75,69,1.0
88,76,1.0
75,69,1.0
95,66,1.0
95,66,1.0
75,69,1.0
66,62,1.0
66,62,1.0
75,69,1.0
88,76,1.0
97,84,1.0
98,85,1.0
88,76,1.0
95,66,1.0
66,62,1.0
98,85,1.0
95,66,1.0
88,76,1.0
75,69,1.0
93,80,1.0
75,69,1.0
88,76,1.0
75,69,1.0
66,62,1.0
99,86,1.0
99,86,1.0
75,69,1.0
88,76,1.0
75,69,1.0
75,69,1.0
100,87,1.0
101,88,1.0
88,76,1.0
101,88,1.0
88,76,1.0
88,76,1.0
88,76,1.0
88,76,1.0
102,79,1.0
88,76,1.0
88,76,1.0
102,79,1.0
88,76,1.0
100,87,1.0
88,76,1.0
105,91,1.0
75,69,1.0
88,76,1.0
75,69,1.0
88,76,1.0
88,76,1.0
80,93,1.0
75,69,1.0
75,69,1.0
102,79,1.0
88,76,1.0
75,69,1.0
75,69,1.0
88,76,1.0
18,17,1.0
18,17,1.0
111,95,1.0
102,79,1.0
17,96,1.0
111,95,1.0
18,17,1.0
88,76,1.0
75,69,1.0
75,69,1.0
75,69,1.0
86,57,1.0
75,69,1.0
88,76,1.0
75,69,1.0
114,97,1.0
75,69,1.0
18,17,1.0
88,76,1.0
14,13,1.0
88,76,1.0
88,76,1.0
88,76,1.0
14,13,1.0
115,98,1.0
88,76,1.0
88,76,1.0
118,100,1.0
88,76,1.0
88,76,1.0
85,74,1.0
119,102,1.0
102,79,1.0
88,76,1.0
102,79,1.0
88,76,1.0
88,76,1.0
102,79,1.0
88,76,1.0
102,79,1.0
102,79,1.0
102,79,1.0
118,100,1.0
102,79,1.0
88,76,1.0
66,103,1.0
120,34,1.0
88,76,1.0
66,103,1.0
118,100,1.0
122,18,1.0
12,11,1.0
66,103,1.0
124,105,1.0
66,103,1.0
124,105,1.0
118,100,1.0
88,76,1.0
125,98,1.0
66,103,1.0
88,76,1.0
66,62,1.0
66,62,1.0
12,11,1.0
124,105,1.0
129,109,1.0
124,105,1.0
124,105,1.0
130,75,1.0
131,110,1.0
124,105,1.0
39,111,1.0
133,16,1.0
124,105,1.0
102,79,1.0
124,105,1.0
118,100,1.0
17,114,1.0
124,105,1.0
22,114,1.0
124,105,1.0
118,100,1.0
135,51,1.0
124,105,1.0
135,51,1.0
118,100,1.0
124,105,1.0
102,79,1.0
136,115,1.0
137,114,1.0
118,100,1.0
140,114,1.0
124,105,1.0
118,100,1.0
102,79,1.0
137,114,1.0
102,79,1.0
137,114,1.0
143,114,1.0
12,11,1.0
102,79,1.0
86,57,1.0
12,11,1.0
148,114,1.0
136,115,1.0
120,34,1.0
140,114,1.0
140,114,1.0
150,88,1.0
140,114,1.0
118,100,1.0
12,11,1.0
151,69,1.0
66,62,1.0
102,79,1.0
102,79,1.0
12,11,1.0
153,119,1.0
102,79,1.0
155,120,1.0
66,62,1.0
156,119,1.0
102,79,1.0
151,69,1.0
118,100,1.0
102,79,1.0
12,11,1.0
151,69,1.0
151,69,1.0
136,122,1.0
151,69,1.0
102,79,1.0
151,69,1.0
102,79,1.0
118,100,1.0
102,79,1.0
12,11,1.0
63,124,1.0
102,79,1.0
162,125,1.0
12,11,1.0
102,79,1.0
102,79,1.0
168,129,1.0
169,130,1.0
12,11,1.0
68,17,1.0
172,131,1.0
76,100,1.0
102,79,1.0
102,79,1.0
173,132,1.0
102,79,1.0
102,79,1.0
151,69,1.0
175,133,1.0
12,11,1.0
12,11,1.0
151,69,1.0
178,135,1.0
179,136,1.0
124,137,1.0
12,11,1.0
180,138,1.0
182,139,1.0
151,69,1.0
179,136,1.0
179,136,1.0
185,142,1.0
185,142,1.0
185,142,1.0
151,69,1.0
185,142,1.0
187,34,1.0
151,69,1.0
188,114,1.0
189,46,1.0
179,136,1.0
188,114,1.0
151,69,1.0
189,46,1.0
151,69,1.0
190,37,1.0
188,114,1.0
151,69,1.0
75,69,1.0
182,139,1.0
189,46,1.0
182,139,1.0
194,15,1.0
185,142,1.0
195,147,1.0
194,15,1.0
185,142,1.0
95,66,1.0
194,15,1.0
185,142,1.0
196,33,1.0
197,148,1.0
200,149,1.0
202,119,1.0
196,33,1.0
198,114,1.0
196,33,1.0
185,142,1.0
203,32,1.0
204,151,1.0
203,32,1.0
204,151,1.0
205,152,1.0
206,153,1.0
203,32,1.0
203,32,1.0
204,151,1.0
204,151,1.0
209,155,1.0
195,157,1.0
211,51,1.0
211,51,1.0
213,139,1.0
204,151,1.0
218,162,1.0
204,151,1.0
182,139,1.0
182,139,1.0
224,166,1.0
182,139,1.0
182,139,1.0
225,167,1.0
194,15,1.0
102,79,1.0
182,139,1.0
15,14,1.0
182,139,1.0
102,79,1.0
204,151,1.0
182,139,1.0
182,139,1.0
182,139,1.0
102,79,1.0
204,151,1.0
102,79,1.0
8,66,1.0
102,79,1.0
203,32,1.0
102,79,1.0
179,136,1.0
8,66,1.0
102,79,1.0
102,79,1.0
179,136,1.0
102,79,1.0
64,60,1.0
102,79,1.0
15,14,1.0
102,79,1.0
233,172,1.0
233,173,1.0
194,15,1.0
102,79,1.0
102,79,1.0
234,174,1.0
40,17,1.0
102,79,1.0
17,175,1.0
205,176,1.0
102,79,1.0
234,174,1.0
102,79,1.0
102,79,1.0
102,79,1.0
51,179,1.0
51,179,1.0
102,79,1.0
205,180,1.0
204,151,1.0
205,180,1.0
205,180,1.0
102,79,1.0
102,79,1.0
238,88,1.0
102,79,1.0
194,15,1.0
102,79,1.0
239,182,1.0
205,180,1.0
205,180,1.0
102,79,1.0
241,75,1.0
102,79,1.0
102,79,1.0
204,151,1.0
75,69,1.0
205,180,1.0
102,79,1.0
205,180,1.0
205,180,1.0
102,79,1.0
40,151,1.0
102,79,1.0
205,180,1.0
245,185,1.0
75,69,1.0
205,180,1.0
75,69,1.0
205,180,1.0
245,185,1.0
102,79,1.0
102,79,1.0
76,100,1.0
205,180,1.0
233,112,1.0
233,8,1.0
17,147,1.0
233,158,1.0
102,79,1.0
205,180,1.0
102,79,1.0
102,79,1.0
88,76,1.0
102,79,1.0
102,79,1.0
247,186,1.0
102,79,1.0
76,100,1.0
