2023-03-27 13:15:07,869 : [WARNING]  ####################################### New Training Session #######################################
2023-03-27 13:15:07,869 : [INFO]  Server started , graph ID 1, number of clients 2, number of rounds 6, number of timestamps 93
2023-03-27 13:15:16,082 : [WARNING]  `lr` is deprecated, please use `learning_rate` instead, or use the legacy optimizer, e.g.,tf.keras.optimizers.legacy.Adam.
2023-03-27 13:15:16,302 : [INFO]  Distributed training for streaming graphs started!
2023-03-27 13:15:19,358 : [INFO]  Accepted new connection at 127.0.0.1:48292
2023-03-27 13:15:19,358 : [INFO]  Randomly initialized global model sent to client-new at 127.0.0.1:48292
2023-03-27 13:15:32,018 : [INFO]  Initial training: recieved model from client-0 at 127.0.0.1:48292
2023-03-27 13:15:38,929 : [INFO]  Accepted new connection at 127.0.0.1:33192
2023-03-27 13:15:38,933 : [INFO]  Randomly initialized global model sent to client-new at 127.0.0.1:33192
2023-03-27 13:15:51,656 : [INFO]  Initial training: recieved model from client-1 at 127.0.0.1:33192
2023-03-27 13:15:51,656 : [INFO]  Initial training round 1: aggregated global model sent to client-0 at 127.0.0.1:48292
2023-03-27 13:15:51,656 : [INFO]  Initial training round 1: aggregated global model sent to client-1 at 127.0.0.1:33192
2023-03-27 13:15:51,656 : [INFO]  ____________________________________ Initial training: round 1 finished ____________________________________
2023-03-27 13:16:06,531 : [INFO]  Initial training: recieved model from client-0 at 127.0.0.1:48292
2023-03-27 13:16:06,768 : [INFO]  Initial training: recieved model from client-1 at 127.0.0.1:33192
2023-03-27 13:16:06,772 : [INFO]  Initial training round 2: aggregated global model sent to client-0 at 127.0.0.1:48292
2023-03-27 13:16:06,772 : [INFO]  Initial training round 2: aggregated global model sent to client-1 at 127.0.0.1:33192
2023-03-27 13:16:06,772 : [INFO]  ____________________________________ Initial training: round 2 finished ____________________________________
2023-03-27 13:16:21,580 : [INFO]  Initial training: recieved model from client-0 at 127.0.0.1:48292
2023-03-27 13:16:21,699 : [INFO]  Initial training: recieved model from client-1 at 127.0.0.1:33192
2023-03-27 13:16:21,699 : [INFO]  Initial training round 3: aggregated global model sent to client-0 at 127.0.0.1:48292
2023-03-27 13:16:21,699 : [INFO]  Initial training round 3: aggregated global model sent to client-1 at 127.0.0.1:33192
2023-03-27 13:16:21,699 : [INFO]  ____________________________________ Initial training: round 3 finished ____________________________________
2023-03-27 13:16:36,571 : [INFO]  Initial training: recieved model from client-0 at 127.0.0.1:48292
2023-03-27 13:16:36,787 : [INFO]  Initial training: recieved model from client-1 at 127.0.0.1:33192
2023-03-27 13:16:36,787 : [INFO]  Initial training round 4: aggregated global model sent to client-0 at 127.0.0.1:48292
2023-03-27 13:16:36,787 : [INFO]  Initial training round 4: aggregated global model sent to client-1 at 127.0.0.1:33192
2023-03-27 13:16:36,787 : [INFO]  ____________________________________ Initial training: round 4 finished ____________________________________
2023-03-27 13:16:51,461 : [INFO]  Initial training: recieved model from client-0 at 127.0.0.1:48292
