source,target,weight
1,1,1.0
1,1,1.0
1,1,1.0
3,3,1.0
1,1,1.0
5,5,1.0
1,1,1.0
1,1,1.0
6,6,1.0
3,3,1.0
1,1,1.0
1,1,1.0
6,6,1.0
1,1,1.0
3,3,1.0
1,1,1.0
10,9,1.0
11,10,1.0
3,3,1.0
3,3,1.0
12,11,1.0
1,1,1.0
13,12,1.0
12,11,1.0
1,1,1.0
12,11,1.0
3,3,1.0
11,10,1.0
21,20,1.0
22,21,1.0
3,3,1.0
17,22,1.0
11,10,1.0
12,11,1.0
25,25,1.0
3,3,1.0
26,26,1.0
27,27,1.0
11,10,1.0
12,11,1.0
28,28,1.0
29,29,1.0
11,10,1.0
30,30,1.0
31,31,1.0
28,28,1.0
28,28,1.0
16,22,1.0
3,3,1.0
33,33,1.0
16,22,1.0
3,3,1.0
1,1,1.0
3,3,1.0
34,34,1.0
16,22,1.0
35,35,1.0
3,3,1.0
36,36,1.0
3,3,1.0
16,22,1.0
3,3,1.0
27,27,1.0
16,22,1.0
12,11,1.0
28,28,1.0
16,22,1.0
1,1,1.0
31,31,1.0
34,34,1.0
3,3,1.0
19,33,1.0
31,31,1.0
27,27,1.0
31,31,1.0
1,1,1.0
3,3,1.0
38,33,1.0
3,3,1.0
16,22,1.0
16,22,1.0
12,11,1.0
1,1,1.0
16,22,1.0
3,3,1.0
16,22,1.0
3,3,1.0
39,38,1.0
3,3,1.0
1,1,1.0
16,22,1.0
41,39,1.0
42,40,1.0
43,41,1.0
1,1,1.0
28,28,1.0
16,22,1.0
44,42,1.0
12,11,1.0
42,40,1.0
16,22,1.0
34,34,1.0
3,3,1.0
45,22,1.0
16,22,1.0
3,3,1.0
3,3,1.0
16,22,1.0
16,22,1.0
3,3,1.0
6,6,1.0
3,3,1.0
46,43,1.0
16,22,1.0
3,3,1.0
16,22,1.0
16,22,1.0
3,3,1.0
1,1,1.0
6,6,1.0
3,3,1.0
3,3,1.0
1,1,1.0
12,11,1.0
3,3,1.0
1,1,1.0
3,3,1.0
47,44,1.0
3,3,1.0
16,22,1.0
3,3,1.0
49,46,1.0
16,22,1.0
47,44,1.0
3,3,1.0
1,1,1.0
3,3,1.0
16,22,1.0
1,1,1.0
12,11,1.0
51,48,1.0
52,22,1.0
3,3,1.0
51,48,1.0
53,49,1.0
16,22,1.0
55,51,1.0
3,3,1.0
1,1,1.0
16,22,1.0
3,3,1.0
3,3,1.0
16,22,1.0
56,52,1.0
16,22,1.0
16,22,1.0
47,44,1.0
16,22,1.0
58,53,1.0
1,1,1.0
16,22,1.0
1,1,1.0
3,3,1.0
3,3,1.0
1,1,1.0
59,54,1.0
3,3,1.0
1,1,1.0
59,54,1.0
61,56,1.0
1,1,1.0
59,54,1.0
61,56,1.0
61,56,1.0
1,1,1.0
22,58,1.0
59,54,1.0
1,1,1.0
62,59,1.0
1,1,1.0
63,13,1.0
59,54,1.0
3,3,1.0
65,61,1.0
66,62,1.0
3,3,1.0
1,1,1.0
1,1,1.0
67,9,1.0
68,22,1.0
69,63,1.0
56,52,1.0
59,54,1.0
62,59,1.0
62,59,1.0
1,1,1.0
71,54,1.0
59,54,1.0
3,3,1.0
62,59,1.0
59,54,1.0
59,54,1.0
1,1,1.0
59,54,1.0
1,1,1.0
72,65,1.0
1,1,1.0
3,3,1.0
1,1,1.0
3,3,1.0
1,1,1.0
73,67,1.0
1,1,1.0
3,3,1.0
73,39,1.0
75,69,1.0
73,70,1.0
73,7,1.0
75,69,1.0
59,54,1.0
3,3,1.0
34,34,1.0
75,69,1.0
1,1,1.0
34,34,1.0
76,62,1.0
59,54,1.0
1,1,1.0
77,58,1.0
78,18,1.0
3,3,1.0
75,69,1.0
1,1,1.0
77,58,1.0
3,3,1.0
80,71,1.0
1,1,1.0
77,58,1.0
59,54,1.0
75,69,1.0
59,54,1.0
1,1,1.0
59,54,1.0
59,54,1.0
3,3,1.0
3,3,1.0
59,54,1.0
3,3,1.0
1,1,1.0
56,52,1.0
3,3,1.0
3,3,1.0
3,3,1.0
75,69,1.0
50,72,1.0
59,54,1.0
81,29,1.0
82,34,1.0
75,69,1.0
59,54,1.0
83,73,1.0
83,73,1.0
59,54,1.0
84,34,1.0
