source,target,weight
3,3,1.0
3,3,1.0
3,3,1.0
3,3,1.0
3,3,1.0
3,3,1.0
3,3,1.0
3,3,1.0
28,28,1.0
29,29,1.0
31,31,1.0
28,28,1.0
28,28,1.0
3,3,1.0
3,3,1.0
3,3,1.0
3,3,1.0
3,3,1.0
3,3,1.0
28,28,1.0
31,31,1.0
3,3,1.0
31,31,1.0
31,31,1.0
3,3,1.0
3,3,1.0
3,3,1.0
3,3,1.0
3,3,1.0
28,28,1.0
3,3,1.0
3,3,1.0
3,3,1.0
3,3,1.0
3,3,1.0
3,3,1.0
3,3,1.0
3,3,1.0
3,3,1.0
3,3,1.0
3,3,1.0
3,3,1.0
3,3,1.0
3,3,1.0
3,3,1.0
3,3,1.0
3,3,1.0
3,3,1.0
3,3,1.0
3,3,1.0
3,3,1.0
3,3,1.0
61,56,1.0
61,56,1.0
61,56,1.0
3,3,1.0
65,61,1.0
3,3,1.0
3,3,1.0
3,3,1.0
3,3,1.0
73,67,1.0
3,3,1.0
73,39,1.0
73,70,1.0
73,7,1.0
3,3,1.0
78,18,1.0
3,3,1.0
3,3,1.0
3,3,1.0
3,3,1.0
3,3,1.0
3,3,1.0
3,3,1.0
3,3,1.0
81,29,1.0
82,34,1.0
83,73,1.0
83,73,1.0
84,34,1.0
84,34,1.0
86,61,1.0
81,29,1.0
81,29,1.0
65,61,1.0
65,61,1.0
81,29,1.0
90,78,1.0
81,29,1.0
86,61,1.0
90,78,1.0
3,3,1.0
90,78,1.0
94,81,1.0
90,78,1.0
81,29,1.0
90,78,1.0
22,82,1.0
90,78,1.0
96,83,1.0
90,78,1.0
97,84,1.0
3,3,1.0
3,3,1.0
90,78,1.0
3,3,1.0
3,3,1.0
3,3,1.0
3,3,1.0
3,3,1.0
3,3,1.0
96,83,1.0
3,3,1.0
3,3,1.0
3,3,1.0
3,3,1.0
3,3,1.0
3,3,1.0
3,3,1.0
3,3,1.0
3,3,1.0
104,90,1.0
104,90,1.0
3,3,1.0
3,3,1.0
108,94,1.0
3,3,1.0
3,3,1.0
3,3,1.0
3,3,1.0
3,3,1.0
3,3,1.0
104,90,1.0
3,3,1.0
3,3,1.0
108,94,1.0
3,3,1.0
3,3,1.0
3,3,1.0
3,3,1.0
3,3,1.0
78,101,1.0
78,101,1.0
78,101,1.0
3,3,1.0
67,94,1.0
3,3,1.0
123,104,1.0
123,104,1.0
3,3,1.0
3,3,1.0
3,3,1.0
3,3,1.0
3,3,1.0
3,3,1.0
3,3,1.0
137,114,1.0
3,3,1.0
3,3,1.0
3,3,1.0
3,3,1.0
137,114,1.0
3,3,1.0
137,114,1.0
3,3,1.0
3,3,1.0
3,3,1.0
3,3,1.0
3,3,1.0
78,101,1.0
3,3,1.0
3,3,1.0
3,3,1.0
81,29,1.0
81,29,1.0
3,3,1.0
3,3,1.0
3,3,1.0
84,34,1.0
3,3,1.0
160,89,1.0
3,3,1.0
3,3,1.0
3,3,1.0
3,3,1.0
3,3,1.0
3,3,1.0
166,127,1.0
3,3,1.0
3,3,1.0
3,3,1.0
172,131,1.0
3,3,1.0
3,3,1.0
3,3,1.0
3,3,1.0
3,3,1.0
3,3,1.0
3,3,1.0
3,3,1.0
3,3,1.0
3,3,1.0
124,137,1.0
3,3,1.0
123,104,1.0
3,3,1.0
123,104,1.0
3,3,1.0
3,3,1.0
123,104,1.0
123,104,1.0
202,119,1.0
214,159,1.0
215,160,1.0
61,56,1.0
217,61,1.0
218,162,1.0
223,160,1.0
224,166,1.0
226,168,1.0
214,159,1.0
214,159,1.0
233,172,1.0
214,159,1.0
235,8,1.0
214,159,1.0
214,159,1.0
214,159,1.0
214,159,1.0
214,159,1.0
244,106,1.0
246,20,1.0
244,106,1.0
259,197,1.0
260,84,1.0
214,159,1.0
214,159,1.0
214,159,1.0
264,202,1.0
267,185,1.0
269,84,1.0
272,104,1.0
73,206,1.0
273,172,1.0
273,172,1.0
273,172,1.0
73,207,1.0
73,177,1.0
264,202,1.0
218,162,1.0
273,172,1.0
273,172,1.0
273,172,1.0
286,81,1.0
218,162,1.0
218,162,1.0
218,162,1.0
288,214,1.0
273,172,1.0
273,172,1.0
269,84,1.0
290,216,1.0
218,162,1.0
290,216,1.0
218,162,1.0
294,218,1.0
295,160,1.0
218,162,1.0
273,172,1.0
288,214,1.0
290,216,1.0
294,218,1.0
290,216,1.0
288,214,1.0
288,214,1.0
288,214,1.0
301,220,1.0
288,214,1.0
288,214,1.0
301,220,1.0
290,216,1.0
288,214,1.0
288,214,1.0
294,218,1.0
288,214,1.0
312,226,1.0
312,226,1.0
320,160,1.0
312,226,1.0
273,172,1.0
273,172,1.0
273,172,1.0
273,172,1.0
320,160,1.0
301,220,1.0
301,220,1.0
332,92,1.0
333,231,1.0
301,220,1.0
301,220,1.0
335,235,1.0
290,216,1.0
341,38,1.0
301,220,1.0
301,220,1.0
301,220,1.0
301,220,1.0
344,233,1.0
301,59,1.0
273,172,1.0
290,216,1.0
273,172,1.0
288,214,1.0
288,214,1.0
355,160,1.0
273,172,1.0
273,172,1.0
273,172,1.0
357,75,1.0
273,172,1.0
290,216,1.0
360,38,1.0
273,172,1.0
264,202,1.0
273,172,1.0
264,202,1.0
273,172,1.0
364,243,1.0
365,244,1.0
273,172,1.0
364,243,1.0
264,202,1.0
273,172,1.0
273,172,1.0
273,172,1.0
290,216,1.0
264,202,1.0
367,7,1.0
365,244,1.0
273,172,1.0
365,244,1.0
273,172,1.0
370,246,1.0
364,243,1.0
290,216,1.0
370,246,1.0
273,172,1.0
273,172,1.0
374,247,1.0
375,248,1.0
375,248,1.0
374,144,1.0
290,216,1.0
375,248,1.0
375,248,1.0
375,248,1.0
273,172,1.0
375,248,1.0
375,248,1.0
375,248,1.0
375,248,1.0
381,252,1.0
364,243,1.0
364,243,1.0
383,98,1.0
375,248,1.0
375,248,1.0
375,248,1.0
375,248,1.0
375,248,1.0
375,248,1.0
375,248,1.0
375,248,1.0
290,216,1.0
375,248,1.0
273,172,1.0
273,172,1.0
385,78,1.0
273,172,1.0
375,248,1.0
375,248,1.0
273,172,1.0
375,248,1.0
290,216,1.0
386,29,1.0
375,248,1.0
387,19,1.0
273,172,1.0
290,216,1.0
375,248,1.0
273,172,1.0
290,216,1.0
389,256,1.0
290,216,1.0
273,172,1.0
375,248,1.0
364,243,1.0
392,258,1.0
273,172,1.0
392,258,1.0
290,216,1.0
290,216,1.0
290,216,1.0
273,172,1.0
39,259,1.0
387,19,1.0
397,260,1.0
273,172,1.0
290,216,1.0
273,172,1.0
273,172,1.0
290,216,1.0
402,166,1.0
403,263,1.0
273,172,1.0
273,172,1.0
259,197,1.0
273,172,1.0
290,216,1.0
403,263,1.0
259,197,1.0
403,263,1.0
259,197,1.0
273,172,1.0
403,263,1.0
273,172,1.0
142,29,1.0
142,29,1.0
403,263,1.0
142,29,1.0
142,29,1.0
409,187,1.0
142,29,1.0
403,263,1.0
403,263,1.0
403,263,1.0
413,73,1.0
414,267,1.0
413,73,1.0
403,263,1.0
415,269,1.0
415,269,1.0
413,73,1.0
417,254,1.0
415,269,1.0
259,197,1.0
417,254,1.0
259,197,1.0
403,263,1.0
413,73,1.0
425,7,1.0
425,7,1.0
259,197,1.0
413,73,1.0
3,3,1.0
413,73,1.0
417,254,1.0
417,254,1.0
417,254,1.0
364,243,1.0
417,254,1.0
3,3,1.0
3,3,1.0
443,141,1.0
446,16,1.0
443,104,1.0
3,3,1.0
3,3,1.0
3,3,1.0
3,3,1.0
403,263,1.0
453,163,1.0
3,3,1.0
443,70,1.0
68,104,1.0
460,94,1.0
463,279,1.0
466,196,1.0
413,73,1.0
467,202,1.0
467,202,1.0
469,184,1.0
364,243,1.0
160,89,1.0
417,285,1.0
479,286,1.0
374,30,1.0
479,286,1.0
485,290,1.0
476,84,1.0
476,84,1.0
491,160,1.0
493,145,1.0
491,160,1.0
501,150,1.0
501,150,1.0
413,73,1.0
142,29,1.0
501,150,1.0
142,29,1.0
516,255,1.0
517,301,1.0
517,301,1.0
520,302,1.0
81,29,1.0
286,81,1.0
81,29,1.0
286,81,1.0
528,150,1.0
364,243,1.0
413,73,1.0
443,160,1.0
81,29,1.0
81,29,1.0
81,29,1.0
81,29,1.0
81,29,1.0
413,73,1.0
542,19,1.0
226,168,1.0
545,290,1.0
226,168,1.0
413,73,1.0
443,207,1.0
273,172,1.0
403,263,1.0
142,29,1.0
542,19,1.0
142,29,1.0
142,29,1.0
375,248,1.0
142,29,1.0
374,196,1.0
375,248,1.0
375,248,1.0
375,248,1.0
562,59,1.0
562,59,1.0
375,248,1.0
375,248,1.0
403,263,1.0
403,263,1.0
413,73,1.0
417,254,1.0
375,248,1.0
417,254,1.0
403,263,1.0
567,301,1.0
403,263,1.0
273,172,1.0
84,34,1.0
375,248,1.0
273,172,1.0
375,248,1.0
375,248,1.0
273,172,1.0
375,248,1.0
375,248,1.0
375,248,1.0
443,174,1.0
375,248,1.0
574,325,1.0
375,248,1.0
575,235,1.0
443,174,1.0
375,248,1.0
375,248,1.0
403,263,1.0
403,263,1.0
403,263,1.0
273,172,1.0
580,75,1.0
493,184,1.0
375,248,1.0
485,290,1.0
273,172,1.0
587,29,1.0
387,19,1.0
575,235,1.0
387,19,1.0
387,19,1.0
588,29,1.0
387,19,1.0
414,267,1.0
414,267,1.0
588,29,1.0
387,19,1.0
593,227,1.0
387,19,1.0
364,243,1.0
387,19,1.0
414,267,1.0
596,332,1.0
414,267,1.0
597,333,1.0
599,250,1.0
532,301,1.0
269,84,1.0
414,267,1.0
608,64,1.0
608,64,1.0
269,84,1.0
364,243,1.0
575,235,1.0
414,267,1.0
414,267,1.0
387,19,1.0
613,196,1.0
613,196,1.0
388,301,1.0
364,243,1.0
493,145,1.0
615,339,1.0
615,339,1.0
615,339,1.0
255,341,1.0
615,339,1.0
255,341,1.0
615,339,1.0
615,339,1.0
615,339,1.0
575,235,1.0
615,339,1.0
615,339,1.0
615,339,1.0
