source,target,weight
6,6,1.0
6,6,1.0
10,9,1.0
11,10,1.0
12,11,1.0
13,12,1.0
12,11,1.0
12,11,1.0
11,10,1.0
11,10,1.0
12,11,1.0
26,26,1.0
11,10,1.0
12,11,1.0
11,10,1.0
33,33,1.0
36,36,1.0
12,11,1.0
19,33,1.0
38,33,1.0
12,11,1.0
39,38,1.0
41,39,1.0
12,11,1.0
6,6,1.0
6,6,1.0
12,11,1.0
49,46,1.0
12,11,1.0
52,22,1.0
53,49,1.0
56,52,1.0
58,53,1.0
59,54,1.0
59,54,1.0
59,54,1.0
22,58,1.0
59,54,1.0
62,59,1.0
59,54,1.0
65,61,1.0
56,52,1.0
59,54,1.0
62,59,1.0
62,59,1.0
59,54,1.0
62,59,1.0
59,54,1.0
59,54,1.0
59,54,1.0
72,65,1.0
73,39,1.0
59,54,1.0
59,54,1.0
77,58,1.0
77,58,1.0
77,58,1.0
59,54,1.0
59,54,1.0
59,54,1.0
59,54,1.0
59,54,1.0
56,52,1.0
50,72,1.0
59,54,1.0
81,29,1.0
59,54,1.0
59,54,1.0
50,72,1.0
77,58,1.0
81,29,1.0
81,29,1.0
50,72,1.0
65,61,1.0
65,61,1.0
81,29,1.0
91,33,1.0
81,29,1.0
59,54,1.0
91,33,1.0
59,54,1.0
94,81,1.0
81,29,1.0
59,54,1.0
59,54,1.0
68,81,1.0
59,54,1.0
59,54,1.0
59,54,1.0
59,54,1.0
50,72,1.0
50,72,1.0
59,54,1.0
106,75,1.0
107,92,1.0
107,92,1.0
106,75,1.0
110,75,1.0
106,75,1.0
59,54,1.0
106,75,1.0
106,75,1.0
115,98,1.0
106,75,1.0
106,75,1.0
6,6,1.0
50,72,1.0
121,70,1.0
12,11,1.0
50,72,1.0
59,54,1.0
125,98,1.0
126,106,1.0
12,11,1.0
127,107,1.0
72,108,1.0
59,54,1.0
131,110,1.0
39,111,1.0
50,72,1.0
134,113,1.0
134,113,1.0
59,54,1.0
134,113,1.0
134,113,1.0
136,115,1.0
127,107,1.0
50,72,1.0
50,72,1.0
59,54,1.0
50,72,1.0
50,72,1.0
12,11,1.0
59,54,1.0
59,54,1.0
127,107,1.0
12,11,1.0
147,118,1.0
136,115,1.0
12,11,1.0
68,72,1.0
6,6,1.0
12,11,1.0
12,11,1.0
157,64,1.0
158,121,1.0
81,29,1.0
81,29,1.0
106,75,1.0
106,75,1.0
59,54,1.0
157,64,1.0
12,11,1.0
157,64,1.0
157,64,1.0
59,54,1.0
162,125,1.0
12,11,1.0
106,75,1.0
167,128,1.0
12,11,1.0
170,33,1.0
134,113,1.0
157,64,1.0
170,33,1.0
106,75,1.0
157,64,1.0
157,64,1.0
12,11,1.0
157,64,1.0
147,118,1.0
157,64,1.0
106,75,1.0
157,64,1.0
12,11,1.0
177,134,1.0
157,64,1.0
12,11,1.0
106,75,1.0
134,113,1.0
134,113,1.0
157,64,1.0
157,64,1.0
157,64,1.0
106,75,1.0
157,64,1.0
134,113,1.0
106,75,1.0
134,113,1.0
134,113,1.0
134,113,1.0
134,113,1.0
134,113,1.0
157,64,1.0
193,146,1.0
195,147,1.0
196,33,1.0
198,51,1.0
201,34,1.0
196,33,1.0
106,75,1.0
198,114,1.0
196,33,1.0
157,64,1.0
106,75,1.0
195,157,1.0
33,33,1.0
216,161,1.0
216,161,1.0
220,164,1.0
216,161,1.0
59,54,1.0
220,164,1.0
216,161,1.0
6,6,1.0
225,167,1.0
6,6,1.0
76,115,1.0
216,161,1.0
229,59,1.0
216,161,1.0
76,115,1.0
220,34,1.0
220,34,1.0
76,115,1.0
231,58,1.0
232,171,1.0
76,115,1.0
6,6,1.0
6,6,1.0
