source,target,weight
5,5,1.0
27,27,1.0
34,34,1.0
35,35,1.0
27,27,1.0
34,34,1.0
27,27,1.0
42,40,1.0
43,41,1.0
44,42,1.0
42,40,1.0
34,34,1.0
46,43,1.0
47,44,1.0
49,46,1.0
47,44,1.0
51,48,1.0
51,48,1.0
53,49,1.0
55,51,1.0
47,44,1.0
58,53,1.0
62,59,1.0
66,62,1.0
67,9,1.0
62,59,1.0
62,59,1.0
62,59,1.0
73,67,1.0
34,34,1.0
34,34,1.0
76,62,1.0
82,34,1.0
84,34,1.0
84,34,1.0
85,74,1.0
87,75,1.0
91,33,1.0
76,62,1.0
91,33,1.0
95,66,1.0
95,66,1.0
76,62,1.0
66,62,1.0
66,62,1.0
98,85,1.0
95,66,1.0
66,62,1.0
98,85,1.0
95,66,1.0
66,62,1.0
100,87,1.0
100,87,1.0
105,91,1.0
111,95,1.0
111,95,1.0
76,62,1.0
76,62,1.0
112,70,1.0
113,62,1.0
76,62,1.0
76,62,1.0
118,100,1.0
85,74,1.0
27,27,1.0
27,27,1.0
67,94,1.0
27,27,1.0
118,100,1.0
120,34,1.0
118,100,1.0
118,100,1.0
67,68,1.0
66,62,1.0
66,62,1.0
76,62,1.0
76,62,1.0
132,112,1.0
118,100,1.0
118,100,1.0
135,51,1.0
135,51,1.0
118,100,1.0
118,100,1.0
139,55,1.0
118,100,1.0
76,62,1.0
95,109,1.0
76,62,1.0
95,34,1.0
146,51,1.0
147,118,1.0
146,51,1.0
149,56,1.0
149,56,1.0
149,56,1.0
120,34,1.0
150,88,1.0
118,100,1.0
152,34,1.0
66,62,1.0
154,34,1.0
66,62,1.0
156,119,1.0
118,100,1.0
76,62,1.0
84,34,1.0
118,100,1.0
161,87,1.0
161,87,1.0
165,34,1.0
112,70,1.0
176,75,1.0
147,118,1.0
112,70,1.0
112,70,1.0
112,70,1.0
112,70,1.0
182,139,1.0
112,70,1.0
112,70,1.0
112,70,1.0
112,70,1.0
112,70,1.0
187,34,1.0
188,114,1.0
189,46,1.0
188,114,1.0
189,46,1.0
112,70,1.0
76,62,1.0
76,62,1.0
188,114,1.0
76,62,1.0
112,70,1.0
182,139,1.0
112,70,1.0
189,46,1.0
182,139,1.0
95,66,1.0
76,62,1.0
198,51,1.0
199,142,1.0
200,149,1.0
201,34,1.0
199,142,1.0
169,150,1.0
207,67,1.0
