source,target,weight
90,78,1.0
75,69,1.0
88,76,1.0
90,78,1.0
75,69,1.0
88,76,1.0
94,81,1.0
90,78,1.0
81,29,1.0
90,78,1.0
75,69,1.0
22,82,1.0
76,62,1.0
90,78,1.0
75,69,1.0
90,78,1.0
75,69,1.0
88,76,1.0
59,54,1.0
88,76,1.0
88,76,1.0
75,69,1.0
59,54,1.0
90,78,1.0
75,69,1.0
88,76,1.0
75,69,1.0
68,81,1.0
59,54,1.0
75,69,1.0
88,76,1.0
59,54,1.0
75,69,1.0
75,69,1.0
101,88,1.0
88,76,1.0
101,88,1.0
88,76,1.0
59,54,1.0
88,76,1.0
88,76,1.0
59,54,1.0
50,72,1.0
88,76,1.0
88,76,1.0
50,72,1.0
88,76,1.0
103,89,1.0
104,90,1.0
104,90,1.0
88,76,1.0
88,76,1.0
75,69,1.0
88,76,1.0
59,54,1.0
106,75,1.0
75,69,1.0
88,76,1.0
107,92,1.0
88,76,1.0
75,69,1.0
75,69,1.0
107,92,1.0
88,76,1.0
109,25,1.0
75,69,1.0
75,69,1.0
106,75,1.0
88,76,1.0
110,75,1.0
104,90,1.0
88,76,1.0
75,69,1.0
106,75,1.0
59,54,1.0
76,62,1.0
76,62,1.0
75,69,1.0
75,69,1.0
106,75,1.0
75,69,1.0
88,76,1.0
75,69,1.0
106,75,1.0
75,69,1.0
88,76,1.0
88,76,1.0
88,76,1.0
88,76,1.0
115,98,1.0
116,56,1.0
88,76,1.0
76,62,1.0
117,99,1.0
76,62,1.0
117,99,1.0
88,76,1.0
106,75,1.0
88,76,1.0
78,101,1.0
78,101,1.0
106,75,1.0
88,76,1.0
78,101,1.0
116,56,1.0
88,76,1.0
117,99,1.0
6,6,1.0
88,76,1.0
88,76,1.0
88,76,1.0
88,76,1.0
50,72,1.0
88,76,1.0
121,70,1.0
12,11,1.0
50,72,1.0
123,104,1.0
59,54,1.0
88,76,1.0
125,98,1.0
123,104,1.0
88,76,1.0
126,106,1.0
12,11,1.0
127,107,1.0
72,108,1.0
128,75,1.0
116,56,1.0
76,62,1.0
130,75,1.0
59,54,1.0
131,110,1.0
76,62,1.0
39,111,1.0
132,112,1.0
50,72,1.0
134,113,1.0
22,114,1.0
134,113,1.0
59,54,1.0
134,113,1.0
134,113,1.0
136,115,1.0
138,56,1.0
127,107,1.0
50,72,1.0
140,114,1.0
141,116,1.0
50,72,1.0
59,54,1.0
50,72,1.0
76,62,1.0
50,72,1.0
76,62,1.0
12,11,1.0
144,117,1.0
59,54,1.0
59,54,1.0
145,56,1.0
145,56,1.0
127,107,1.0
12,11,1.0
146,51,1.0
147,118,1.0
146,51,1.0
149,56,1.0
149,56,1.0
145,56,1.0
145,56,1.0
136,115,1.0
149,56,1.0
140,114,1.0
140,114,1.0
140,114,1.0
78,101,1.0
145,56,1.0
12,11,1.0
68,72,1.0
6,6,1.0
12,11,1.0
12,11,1.0
157,64,1.0
158,121,1.0
81,29,1.0
81,29,1.0
106,75,1.0
159,123,1.0
159,123,1.0
76,62,1.0
106,75,1.0
59,54,1.0
160,89,1.0
157,64,1.0
12,11,1.0
157,64,1.0
63,124,1.0
157,64,1.0
59,54,1.0
162,125,1.0
12,11,1.0
163,56,1.0
166,127,1.0
106,75,1.0
159,123,1.0
167,128,1.0
12,11,1.0
159,123,1.0
170,33,1.0
134,113,1.0
171,22,1.0
76,100,1.0
157,64,1.0
171,22,1.0
170,33,1.0
173,132,1.0
