source,target,weight
8,7,1.0
9,8,1.0
10,9,1.0
24,24,1.0
8,7,1.0
8,7,1.0
24,24,1.0
24,24,1.0
8,7,1.0
40,17,1.0
42,40,1.0
42,40,1.0
47,44,1.0
50,47,1.0
47,44,1.0
50,47,1.0
54,50,1.0
8,7,1.0
47,44,1.0
57,17,1.0
17,57,1.0
57,17,1.0
67,9,1.0
70,64,1.0
8,66,1.0
73,70,1.0
50,72,1.0
50,72,1.0
50,72,1.0
93,80,1.0
96,83,1.0
93,80,1.0
96,83,1.0
50,72,1.0
50,72,1.0
103,89,1.0
80,93,1.0
109,25,1.0
17,96,1.0
112,70,1.0
86,57,1.0
113,62,1.0
50,72,1.0
66,103,1.0
66,103,1.0
121,70,1.0
66,103,1.0
50,72,1.0
66,103,1.0
66,103,1.0
129,109,1.0
133,16,1.0
50,72,1.0
134,113,1.0
134,113,1.0
134,113,1.0
134,113,1.0
50,72,1.0
50,72,1.0
50,72,1.0
95,109,1.0
50,72,1.0
142,109,1.0
24,24,1.0
142,109,1.0
24,24,1.0
143,114,1.0
86,57,1.0
155,120,1.0
159,123,1.0
159,123,1.0
165,34,1.0
159,123,1.0
168,129,1.0
169,130,1.0
159,123,1.0
134,113,1.0
70,64,1.0
174,24,1.0
175,133,1.0
112,70,1.0
159,123,1.0
159,123,1.0
112,70,1.0
112,70,1.0
112,70,1.0
112,70,1.0
134,113,1.0
134,113,1.0
112,70,1.0
184,141,1.0
112,70,1.0
134,113,1.0
159,123,1.0
112,70,1.0
112,70,1.0
112,70,1.0
186,143,1.0
134,113,1.0
134,113,1.0
134,113,1.0
134,113,1.0
134,113,1.0
112,70,1.0
191,8,1.0
112,70,1.0
112,70,1.0
191,8,1.0
191,8,1.0
24,24,1.0
191,8,1.0
169,150,1.0
207,67,1.0
24,24,1.0
209,155,1.0
214,159,1.0
215,160,1.0
221,75,1.0
222,165,1.0
9,8,1.0
226,168,1.0
8,66,1.0
227,93,1.0
227,93,1.0
227,93,1.0
230,169,1.0
8,66,1.0
227,93,1.0
214,159,1.0
214,159,1.0
222,165,1.0
9,8,1.0
9,8,1.0
9,8,1.0
214,159,1.0
234,174,1.0
40,17,1.0
235,8,1.0
214,159,1.0
234,174,1.0
237,178,1.0
214,159,1.0
214,159,1.0
222,165,1.0
168,181,1.0
214,159,1.0
214,159,1.0
40,70,1.0
222,165,1.0
237,178,1.0
24,24,1.0
242,184,1.0
222,165,1.0
237,178,1.0
40,151,1.0
237,178,1.0
222,165,1.0
237,178,1.0
233,8,1.0
237,178,1.0
237,178,1.0
237,178,1.0
237,178,1.0
237,178,1.0
40,187,1.0
237,178,1.0
237,178,1.0
237,178,1.0
24,24,1.0
249,50,1.0
252,190,1.0
24,24,1.0
252,190,1.0
237,178,1.0
24,24,1.0
237,178,1.0
237,178,1.0
255,8,1.0
222,165,1.0
222,165,1.0
237,178,1.0
222,165,1.0
230,169,1.0
24,24,1.0
237,178,1.0
237,178,1.0
168,181,1.0
40,199,1.0
168,181,1.0
222,165,1.0
40,200,1.0
40,69,1.0
237,178,1.0
237,178,1.0
214,159,1.0
214,159,1.0
24,24,1.0
214,159,1.0
263,143,1.0
237,178,1.0
40,178,1.0
168,181,1.0
237,178,1.0
222,165,1.0
237,178,1.0
237,178,1.0
237,178,1.0
237,178,1.0
237,178,1.0
73,207,1.0
222,165,1.0
222,165,1.0
237,178,1.0
237,178,1.0
237,178,1.0
237,178,1.0
278,209,1.0
278,209,1.0
278,210,1.0
278,210,1.0
278,210,1.0
168,181,1.0
288,214,1.0
289,215,1.0
288,214,1.0
298,56,1.0
288,214,1.0
288,214,1.0
300,75,1.0
288,214,1.0
302,221,1.0
288,214,1.0
288,214,1.0
304,222,1.0
300,75,1.0
288,214,1.0
288,214,1.0
306,201,1.0
306,201,1.0
306,201,1.0
308,224,1.0
230,169,1.0
222,165,1.0
288,214,1.0
311,215,1.0
308,228,1.0
316,93,1.0
316,93,1.0
308,228,1.0
308,228,1.0
304,222,1.0
323,184,1.0
308,228,1.0
324,184,1.0
308,228,1.0
308,228,1.0
316,93,1.0
308,228,1.0
326,8,1.0
308,228,1.0
328,230,1.0
304,222,1.0
328,230,1.0
316,93,1.0
328,230,1.0
330,184,1.0
331,184,1.0
57,17,1.0
316,93,1.0
304,222,1.0
10,9,1.0
10,9,1.0
237,178,1.0
328,230,1.0
340,118,1.0
10,9,1.0
304,222,1.0
340,118,1.0
237,178,1.0
342,237,1.0
342,237,1.0
306,201,1.0
237,178,1.0
306,201,1.0
340,118,1.0
237,178,1.0
237,178,1.0
304,222,1.0
343,221,1.0
237,178,1.0
237,178,1.0
340,118,1.0
340,118,1.0
168,181,1.0
237,178,1.0
237,178,1.0
304,222,1.0
347,40,1.0
168,181,1.0
237,178,1.0
340,118,1.0
237,178,1.0
288,214,1.0
237,178,1.0
288,214,1.0
347,40,1.0
340,118,1.0
306,201,1.0
47,44,1.0
356,75,1.0
237,178,1.0
237,178,1.0
237,178,1.0
47,44,1.0
353,165,1.0
237,178,1.0
